,N_bh_AwT,N_bh_PlT,N_bh_SbT,N_bh_SwT,SC_Aw,SC_Pl,SC_Sb,SC_Sw,bhage_Aw,bhage_Pl,bhage_Sb,bhage_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,BA_Aw,BA_Sw,BA_Sb,BA_Pl,Gross_Total_Volume_Aw,Gross_Total_Volume_Sw,Gross_Total_Volume_Sb,Gross_Total_Volume_Pl,Gross_Total_Volume_Con,Gross_Total_Volume_Dec,Gross_Total_Volume_Tot,MerchantableVolumeAw,MerchantableVolumeSw,MerchantableVolumeSb,MerchantableVolumePl,MerchantableVolume_Con,MerchantableVolume_Dec,MerchantableVolume_Tot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.483907597,-22.482970336,-120.0,-45.056424082,0.0,-15.2736715,-120.0,-36.98476894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.483907597,-21.482970336,-119.0,-44.056424082,1.0,-14.2736715,-119.0,-35.98476894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.483907597,-20.482970336,-118.0,-43.056424082,2.0,-13.2736715,-118.0,-34.98476894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.483907597,-19.482970336,-117.0,-42.056424082,3.0,-12.2736715,-117.0,-33.98476894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.483907597,-18.482970336,-116.0,-41.056424082,4.0,-11.2736715,-116.0,-32.98476894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5,27453.3226225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.516092403,-17.482970336,-115.0,-40.056424082,5.0,-10.2736715,-115.0,-31.98476894,1.47967205315,0.0,0.0,0.0,0.114354222177,0.0,0.0,0.0,4.40533765486e-05,0.0,0,0.0,0.0,4.40533765486e-05,4.40533765486e-05,1.41502325984e-13,0.0,0,0.0,0.0,1.41502325984e-13,1.41502325984e-13
6,26776.7804839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.516092403,-16.482970336,-114.0,-39.056424082,6.0,-9.2736715,-114.0,-30.98476894,1.83139614574,0.0,0.0,0.0,0.306818958106,0.0,0.0,0.0,0.00113828948524,0.0,0,0.0,0.0,0.00113828948524,0.00113828948524,3.18137172801e-11,0.0,0,0.0,0.0,3.18137172801e-11,3.18137172801e-11
7,25897.2908442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.516092403,-15.482970336,-113.0,-38.056424082,7.0,-8.2736715,-113.0,-29.98476894,2.18503634415,0.0,0.0,0.0,0.650710406918,0.0,0.0,0.0,0.0114051813336,0.0,0,0.0,0.0,0.0114051813336,0.0114051813336,1.78481514802e-09,0.0,0,0.0,0.0,1.78481514802e-09,1.78481514802e-09
8,24871.5491832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.516092403,-14.482970336,-112.0,-37.056424082,8.0,-7.2736715,-112.0,-28.98476894,2.53825562218,0.0,0.0,0.0,1.12687923701,0.0,0.0,0.0,0.0588000537601,0.0,0,0.0,0.0,0.0588000537601,0.0588000537601,3.59189343544e-08,0.0,0,0.0,0.0,3.59189343544e-08,3.59189343544e-08
9,23749.1395786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.516092403,-13.482970336,-111.0,-36.056424082,9.0,-6.2736715,-111.0,-27.98476894,2.88947633104,0.0,0.0,0.0,1.68969498762,0.0,0.0,0.0,0.194289264934,0.0,0,0.0,0.0,0.194289264934,0.194289264934,3.57073532736e-07,0.0,0,0.0,0.0,3.57073532736e-07,3.57073532736e-07
10,22572.2610912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.516092403,-12.482970336,-110.0,-35.056424082,10.0,-5.2736715,-110.0,-26.98476894,3.23761422336,0.0,0.0,0.0,2.30869874366,0.0,0.0,0.0,0.478774835957,0.0,0,0.0,0.0,0.478774835957,0.478774835957,2.21603439858e-06,0.0,0,0.0,0.0,2.21603439858e-06,2.21603439858e-06
11,21375.4298895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.516092403,-11.482970336,-109.0,-34.056424082,11.0,-4.2736715,-109.0,-25.98476894,3.58191778762,0.0,0.0,0.0,2.96674709632,0.0,0.0,0.0,0.96743480881,0.0,0,0.0,0.0,0.96743480881,0.96743480881,9.94714907867e-06,0.0,0,0.0,0.0,9.94714907867e-06,9.94714907867e-06
12,20185.6889837,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.516092403,-10.482970336,-108.0,-33.056424082,12.0,-3.2736715,-108.0,-24.98476894,3.92186651917,0.0,0.0,0.0,3.65337014547,0.0,0.0,0.0,1.70109540132,0.0,0,0.0,0.0,1.70109540132,1.70109540132,3.54018439562e-05,0.0,0,0.0,0.0,3.54018439562e-05,3.54018439562e-05
13,19023.2720804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.516092403,-9.482970336,-107.0,-32.056424082,13.0,-2.2736715,-107.0,-23.98476894,4.25710402017,0.0,0.0,0.0,4.361399675,0.0,0.0,0.0,2.70468075618,0.0,0,0.0,0.0,2.70468075618,2.70468075618,0.000106008389319,0.0,0,0.0,0.0,0.000106008389319,0.000106008389319
14,17902.5394373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.516092403,-8.482970336,-106.0,-31.056424082,14.0,-1.2736715,-106.0,-22.98476894,4.58739261546,0.0,0.0,0.0,5.08546892368,0.0,0.0,0.0,3.98945164837,0.0,0,0.0,0.0,3.98945164837,3.98945164837,0.000277953694339,0.0,0,0.0,0.0,0.000277953694339,0.000277953694339
15,16833.0114944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.516092403,-7.482970336,-105.0,-30.056424082,15.0,-0.2736715,-105.0,-21.98476894,4.91258175866,0.0,0.0,0.0,5.82130784542,0.0,0.0,0.0,5.55636635416,0.0,0,0.0,0.0,5.55636635416,5.55636635416,0.000656150018387,0.0,0,0.0,0.0,0.000656150018387,0.000656150018387
16,15820.3743209,257.51928962,0.0,0.0,0.983983020671,0.0160169793293,0.0,0.0,11.516092403,-6.482970336,-104.0,-29.056424082,16.0,0.7263285,-104.0,-20.98476894,5.23258555524,0.0227815304123,0.0,0.0,6.55038759319,0.0,0.0,0.0,7.38257028682,0.0,0,0.0,0.0,7.38257028682,7.38257028682,0.00141531664015,0.0,0,0.0,0.0,0.00141531664015,0.00141531664015
17,14867.3822896,257.519280748,0.0,0.0,0.982973821049,0.0170261789507,0.0,0.0,12.516092403,-5.482970336,-103.0,-28.056424082,17.0,1.7263285,-103.0,-19.98476894,5.54736647473,0.102542818015,0.0,0.0,7.28526680955,0.0,0.0,0.0,9.46947454521,0.0,0,0.0,0.0,9.46947454521,9.46947454521,0.00284949866539,0.0,0,0.0,0.0,0.00284949866539,0.00284949866539
18,13974.6242343,257.519251124,0.0,0.0,0.981905799967,0.0180942000331,0.0,0.0,13.516092403,-4.482970336,-102.0,-27.056424082,18.0,2.7263285,-102.0,-18.98476894,5.85692336124,0.235258241385,0.0,0.0,8.02299553623,0.0,0.0,0.0,11.8031867722,0.0,0,0.0,0.0,11.8031867722,11.8031867722,0.00541293768388,0.0,0,0.0,0.0,0.00541293768388,0.00541293768388
19,13141.146899,257.519179082,0.0,0.0,0.980780237556,0.0192197624437,0.0,0.0,14.516092403,-3.482970336,-101.0,-26.056424082,19.0,3.7263285,-101.0,-17.98476894,6.16128248907,0.413615303292,0.0,0.0,8.76105289101,0.0,0.0,0.0,14.3681895939,0.0,0,0.0,0.0,14.3681895939,14.3681895939,0.00978377409208,0.0,0,0.0,0.0,0.00978377409208,0.00978377409208
20,12364.9455376,257.519033598,0.0,0.0,0.979598355603,0.0204016443971,0.0,0.0,15.516092403,-2.482970336,-100.0,-25.056424082,20.0,4.7263285,-100.0,-16.98476894,6.46049081289,0.630692717465,0.0,0.0,9.4972567785,0.0,0.0,0.0,17.1481811697,0.0,0,0.0,0.0,17.1481811697,17.1481811697,0.0169392321359,0.0,0,0.0,0.0,0.0169392321359,0.0169392321359
21,11643.3392298,257.518773488,0.0,0.0,0.978361327106,0.0216386728937,0.0,0.0,16.516092403,-1.482970336,-99.0,-24.056424082,21.0,5.7263285,-99.0,-15.98476894,6.75461082427,0.880442302279,0.0,0.0,10.2297016367,0.0,0.0,0.0,20.1266286069,0.0,0,0.0,0.0,20.1266286069,20.1266286069,0.0282446443815,0.0,0,0.0,0.0,0.0282446443815,0.0282446443815
22,10973.2508099,257.518346729,0.0,0.0,0.977070284044,0.0229297159561,0.0,0.0,17.516092403,-0.482970336,-98.0,-23.056424082,22.0,6.7263285,-98.0,-14.98476894,7.04371659955,1.15764303264,0.0,0.0,10.9567136784,0.0,0.0,0.0,23.2871257333,0.0,0,0.0,0.0,23.2871257333,23.2871257333,0.0455560196389,0.0,0,0.0,0.0,0.0455560196389,0.0455560196389
23,10351.4105735,257.51768984,0.0,0.0,0.975726323767,0.0242736762328,0.0,0.0,18.516092403,0.517029664,-97.0,-22.056424082,23.0,7.7263285,-97.0,-13.98476894,7.32789074223,1.45778300265,0.0,0.0,11.6768174821,0.0,0.0,0.0322063393944,26.6136200496,0.0,0,0.00855010097646,0.00855010097646,26.6136200496,26.6221701506,0.0713350972255,0.0,0,1.32226960364e-08,1.32226960364e-08,0.0713350972255,0.0713351104482
24,9774.50069571,257.516727337,0.0,0.0,0.974330514345,0.0256694856555,0.0,0.0,19.516092403,1.517029664,-96.0,-21.056424082,24.0,8.7263285,-96.0,-12.98476894,7.60722200381,1.77694903065,0.0,0.0,12.3887102138,0.0,0.0,0.0992136687354,30.0905532116,0.0,0,0.0410674507921,0.0410674507921,30.0905532116,30.1316206624,0.108774949053,0.0,0,1.79004794747e-06,1.79004794747e-06,0.108774949053,0.108776739101
25,9239.2545363,257.515371222,0.0,0.0,0.97288389908,0.0271161009196,0.0,0.0,20.516092403,2.517029664,-95.0,-20.056424082,25.0,9.7263285,-95.0,-11.98476894,7.88180342447,2.11173559699,0.0,0.0,13.0912411521,0.0,0.0,0.204396811036,33.7029447817,0.0,0,0.120044082002,0.120044082002,33.7029447817,33.8229888637,0.161933195552,0.0,0,4.50662353106e-05,4.50662353106e-05,0.161933195552,0.161978261787
26,8742.52226774,257.513520524,0.0,0.0,0.971387500385,0.0286124996147,0.0,0.0,21.516092403,3.517029664,-94.0,-19.056424082,26.0,10.7263285,-94.0,-10.98476894,8.15173087513,2.4591713598,0.0,0.0,13.7833950131,0.0,0.0,0.343817125478,37.4364389493,0.0,0,0.266759286073,0.266759286073,37.4364389493,37.7031982354,0.235868804207,0.0,0,0.00047346584612,0.00047346584612,0.235868804207,0.236342270053
27,8281.31180452,257.511060856,0.0,0.0,0.969842323126,0.0301576768737,0.0,0.0,22.516092403,4.517029664,-93.0,-18.056424082,27.0,11.7263285,-93.0,-9.98476894,8.4171019119,2.81665952291,0.0,0.0,14.4642780708,0.0,0.0,0.511434546908,41.2773271805,0.0,0,0.497311216643,0.497311216643,41.2773271805,41.7746383971,0.33677726283,0.0,0,0.00289243634406,0.00289243634406,0.33677726283,0.339669699174
28,7852.81193526,257.507864016,0.0,0.0,0.968249357561,0.0317506424394,0.0,0.0,23.516092403,5.517029664,-92.0,-17.056424082,28.0,12.7263285,-92.0,-8.98476894,8.67801487533,3.18192877914,0.0,0.0,15.1331063902,0.0,0.0,0.701023085269,45.2125552831,0.0,0,0.821676796822,0.821676796822,45.2125552831,46.0342320799,0.472117701276,0.0,0,0.0122233709026,0.0122233709026,0.472117701276,0.484341072178
29,7454.4028759,257.503787603,0.0,0.0,0.966609581931,0.0333904180689,0.0,0.0,24.516092403,6.517029664,-91.0,-16.056424082,29.0,13.7263285,-91.0,-7.98476894,8.93456818239,3.55299234176,0.0,0.0,15.789195691,0.0,0.0,0.907037201256,49.2297204342,0.0,0,1.24462366718,1.24462366718,49.2297204342,50.4743441013,0.650724332922,0.0,0,0.0395646068195,0.0395646068195,0.650724332922,0.690288939742
30,7083.6581316,257.498674656,0.0,0.0,0.964923964785,0.0350760352151,0.0,0.0,25.516092403,7.517029664,-90.0,-15.056424082,30.0,14.7263285,-90.0,-6.98476894,9.18685977133,3.92811325088,0.0,0.0,16.4319524972,0.0,0.0,1.12486834917,53.3170617834,0.0,0,1.76709717337,1.76709717337,53.3170617834,55.0841589568,0.882893484072,0.0,0,0.104567740683,0.104567740683,0.882893484072,0.987461224755
31,6738.34052695,257.492353321,0.0,0.0,0.963193467064,0.0368065329358,0.0,0.0,26.516092403,8.517029664,-89.0,-14.056424082,31.0,15.7263285,-89.0,-5.98476894,9.43498666795,4.3057746413,0.0,0.0,17.0608663212,0.0,0.0,1.35081106783,57.4634469896,0.0,0,2.38743318237,2.38743318237,57.4634469896,59.8508801719,1.18043658682,0.0,0,0.23544965257,0.23544965257,1.18043658682,1.41588623939
32,6416.39448124,257.484636528,0.0,0.0,0.96141904401,0.0385809559905,0.0,0.0,27.516092403,9.517029664,-88.0,-13.056424082,32.0,16.7263285,-88.0,-4.98476894,9.67904464907,4.68465401209,0.0,0.0,17.6755026928,0.0,0.0,1.58192741397,61.6583562207,0.0,0,3.10224626987,3.10224626987,61.6583562207,64.7606024905,1.55668896852,0.0,0,0.465341180528,0.465341180528,1.55668896852,2.02203014905
33,6115.93601734,257.475321696,0.0,0.0,0.959601646905,0.0403983530953,0.0,0.0,28.516092403,10.517029664,-87.0,-12.056424082,33.0,17.7263285,-87.0,-3.98476894,9.91912798362,5.06360078544,0.0,0.0,18.2754968899,0.0,0.0,1.81589755181,65.8918646154,0.0,0,3.90703684479,3.90703684479,65.8918646154,69.7989014602,2.02646424143,0.0,0,0.825579793684,0.825579793684,2.02646424143,2.85204403512
34,5835.2415557,257.464190446,0.0,0.0,0.957742224691,0.0422577753092,0.0,0.0,29.516092403,11.517029664,-86.0,-11.056424082,34.0,18.7263285,-86.0,-2.98476894,10.1553292364,5.44161661572,0.0,0.0,18.8605482614,0.0,0.0,2.05088856677,70.1546238508,0.0,0,4.7965987585,4.7965987585,70.1546238508,74.9512226092,2.60594475446,0.0,0,1.33864021542,1.33864021542,2.60594475446,3.94458496988
35,5572.73622312,257.45100834,0.0,0.0,0.955841725468,0.044158274532,0.0,0.0,30.516092403,12.517029664,-85.0,-10.056424082,35.0,19.7263285,-85.0,-1.98476894,10.3877391218,5.81783803151,0.0,0.0,19.4304150543,0.0,0.0,2.28544873242,74.4378432361,0.0,0,5.76529555082,5.76529555082,74.4378432361,80.2031387869,3.31250008127,0.0,0,2.01384832921,2.01384832921,3.31250008127,5.32634841048
36,5326.98217126,257.435524637,0.0,0.0,0.953901097902,0.0460989020979,0.0,0.0,31.516092403,13.517029664,-84.0,-9.056424082,36.0,20.7263285,-84.0,-0.98476894,10.6164463986,6.19152108113,0.0,0.0,19.9849096769,0.0,0.0,2.51842529574,78.7332706065,0.0,0,6.80725205867,6.80725205867,78.7332706065,85.5405226652,4.16442801872,0.0,0,2.8473225137,2.8473225137,4.16442801872,7.01175053242
