,BA_Aw,BA_Sb,BA_Sw,BA_Pl
177,44.2302703821,0.0,9.09425517127,3.78550414484
178,44.3449528891,0.0,9.09540907394,3.781477317
179,44.4562658233,0.0,9.09650351898,3.77742825748
180,44.5642335207,0.0,9.09754146877,3.77335761694
181,44.6688807405,0.0,9.0985257447,3.76926601773
182,44.7702326476,0.0,9.09945903341,3.76515405524
183,44.8683147944,0.0,9.10034389289,3.76102229908
184,44.9631531033,0.0,9.10118275819,3.75687129418
185,45.0547738494,0.0,9.101977947,3.75270156199
186,45.1432036431,0.0,9.10273166498,3.74851360146
187,45.228469413,0.0,9.10344601086,3.74430789005
188,45.3105983894,0.0,9.10412298132,3.74008488476
189,45.3896180876,0.0,9.10476447568,3.73584502297
190,45.4655562913,0.0,9.10537230041,3.73158872339
191,45.5384410369,0.0,9.10594817341,3.72731638686
192,45.6083005975,0.0,9.10649372813,3.72302839716
193,45.6751634672,0.0,9.10701051751,3.71872512182
194,45.7390583456,0.0,9.10750001779,3.71440691279
195,45.8000141228,0.0,9.10796363205,3.7100741072
196,45.8580598646,0.0,9.10840269369,3.70572702801
197,45.9132247975,0.0,9.10881846977,3.70136598464
198,45.9655382948,0.0,9.10921216408,3.69699127362
199,46.0150298617,0.0,9.10958492023,3.69260317913
200,46.0617291224,0.0,9.1099378245,3.68820197358
201,46.1056658053,0.0,9.11027190856,3.68378791816
202,46.1468697307,0.0,9.11058815215,3.67936126332
203,46.1853707971,0.0,9.11088748556,3.67492224929
204,46.2211989682,0.0,9.11117079202,3.67047110651
205,46.2543842607,0.0,9.11143891,3.66600805611
206,46.2849567319,0.0,9.11169263536,3.66153331029
207,46.3129464673,0.0,9.11193272349,3.65704707278
208,46.3383835692,0.0,9.11215989122,3.65254953917
209,46.3612981447,0.0,9.11237481876,3.64804089733
210,46.3817202949,0.0,9.11257815149,3.64352132771
211,46.3996801035,0.0,9.11277050169,3.63899100372
212,46.4152076264,0.0,9.11295245015,3.63445009204
213,46.4283328806,0.0,9.11312454777,3.6298987529
214,46.4390858346,0.0,9.11328731701,3.62533714041
215,46.4474963983,0.0,9.11344125333,3.62076540281
216,46.4535944129,0.0,9.11358682654,3.61618368273
217,46.4574096419,0.0,9.11372448208,3.61159211749
218,46.4589717616,0.0,9.11385464224,3.60699083928
219,46.4583103523,0.0,9.11397770734,3.60237997544
220,46.4554548898,0.0,9.11409405681,3.59775964866
221,46.4504347365,0.0,9.11420405027,3.59312997718
222,46.4432791339,0.0,9.11430802854,3.58849107499
223,46.4340171939,0.0,9.11440631456,3.58384305207
224,46.4226778918,0.0,9.11449921433,3.5791860145
225,46.4092900585,0.0,9.11458701778,3.57452006466
226,46.3938823735,0.0,9.11466999955,3.56984530144
227,46.376483358,0.0,9.11474841982,3.56516182032
228,46.357121368,0.0,9.11482252502,3.56046971359
229,46.335824588,0.0,9.11489254855,3.55576907045
230,46.3126210249,0.0,9.11495871144,3.55105997716
231,46.2875385017,0.0,9.11502122301,3.54634251718
232,46.2606046522,0.0,9.11508028146,3.54161677127
233,46.231846915,0.0,9.11513607442,3.53688281765
234,46.2012925286,0.0,9.11518877957,3.53214073206
235,46.1689685261,0.0,9.11523856507,3.52739058791
236,46.1349017307,0.0,9.11528559012,3.52263245637
237,46.0991187505,0.0,9.1153300054,3.51786640645
238,46.0616459746,0.0,9.11537195351,3.51309250514
239,46.0225095687,0.0,9.11541156943,3.50831081745
240,45.9817354711,0.0,9.11544898087,3.5035214065
241,45.9393493891,0.0,9.11548430866,3.49872433363
242,45.8953767952,0.0,9.11551766716,3.49391965848
243,45.8498429236,0.0,9.11554916453,3.48910743901
244,45.8027727675,0.0,9.11557890312,3.48428773163
245,45.7541910759,0.0,9.11560697974,3.47946059124
246,45.7041223504,0.0,9.11563348596,3.47462607128
247,45.6525908431,0.0,9.11565850838,3.46978422383
248,45.5996205543,0.0,9.11568212892,3.46493509963
249,45.5452352294,0.0,9.11570442505,3.46007874816
