,N_bh_AwT,N_bh_PlT,N_bh_SbT,N_bh_SwT,SC_Aw,SC_Pl,SC_Sb,SC_Sw,bhage_Aw,bhage_Pl,bhage_Sb,bhage_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,BA_Aw,BA_Sw,BA_Sb,BA_Pl,Gross_Total_Volume_Aw,MerchantableVolumeAw,Gross_Total_Volume_Sw,MerchantableVolumeSw,Gross_Total_Volume_Sb,MerchantableVolumeSb,Gross_Total_Volume_Pl,MerchantableVolumePl,Gross_Total_Volume_Con,Gross_Total_Volume_Dec,Gross_Total_Volume_Tot,MerchantableVolume_Con,MerchantableVolume_Dec,MerchantableVolume_Tot
60,160.572128362,2508.69425903,0,417.385936784,0.0520214496153,0.812755696319,0.0,0.135222854066,47.9863956545,28.7215577891,4.0,33.3707725619,60.3514829555,41.0,4.0,48.5450327329,6.08399680024,6.40754703182,0,6.35268456459,0.858882923048,2.81541075154,0.0,15.7262399063,1.417708877,0.0137218701822,6.84782577953,1.47232053006,0.0,,43.2218878449,7.16260670151,50.0697136244,1.417708877,51.4874225014,,0.0137218701822,
61,160.500107624,2476.50686875,0,417.179414782,0.0525508554712,0.810856493867,0.0,0.136592650662,48.9863956545,29.7215577891,5.0,34.3707725619,61.3514829555,42.0,5.0,49.5450327329,6.16830733281,6.56944744015,0,6.50433173169,0.855820846297,2.92013857373,0.0,16.032095457,1.45457652006,0.0147997564975,7.26265414774,1.65538250809,0.0,,45.281927668,8.14235753973,52.5445818157,1.45457652006,53.9991583358,,0.0147997564975,
62,160.425972117,2444.40685557,0,416.969977561,0.0530894907633,0.808923352418,0.0,0.137987156818,49.9863956545,30.7215577891,6.0,35.3707725619,62.3514829555,43.0,6.0,50.5450327329,6.25209614542,6.72945584319,0,6.65546003892,0.851578893549,3.02560565522,0.0,16.3288894681,1.48884626809,0.0158786508727,7.69007646417,1.85346035447,0.0,,47.3426502304,9.20518854377,55.0327266946,1.48884626809,56.5215729627,,0.0158786508727,
63,160.349706464,2412.41917783,0,416.757648896,0.0536371578187,0.80695693818,0.0,0.139405904001,50.9863956545,31.7215577891,7.0,36.3707725619,63.3514829555,44.0,7.0,51.5450327329,6.33536926202,6.88755824842,0,6.80604904353,0.846155391395,3.13159497741,0.0,16.6166423403,1.52034077614,0.0169476252638,8.12956159951,2.06679786463,0.0,,49.4013257501,10.3519323509,57.5308873496,1.52034077614,59.0512281257,,0.0169476252638,
64,160.271295739,2380.56732295,0,416.542452263,0.0541936571222,0.804957922512,0.0,0.140848420366,51.9863956545,32.7215577891,8.0,37.3707725619,64.3514829555,45.0,8.0,52.5450327329,6.4181326133,7.04374466995,0,6.95607975702,0.839550614789,3.23789763611,0.0,16.8954055758,1.54888949405,0.0179950199868,8.58055149868,2.2955505807,0.0,,51.4554113956,11.5828175316,60.0359628943,1.54888949405,61.5848523884,,0.0179950199868,
65,160.190725471,2348.87333389,0,416.324410855,0.0547587874574,0.802926981426,0.0,0.142314231116,52.9863956545,33.7215577891,9.0,38.3707725619,65.3514829555,46.0,9.0,53.5450327329,6.50039203748,7.19800875934,0,7.10553455598,0.831766666378,3.34431338359,0.0,17.165257283,1.57432881177,0.019008564837,9.04246544545,2.53978560995,0.0,,53.5025455817,12.8974631151,62.5450110272,1.57432881177,64.1193398389,,0.019008564837,
66,160.107981637,2317.35783982,0,416.103547595,0.0553323460462,0.800864795089,0.0,0.143802858865,53.9863956545,34.7215577891,10.0,39.3707725619,66.3514829555,47.0,10.0,54.5450327329,6.58215328127,7.35034746692,0,7.25439709943,0.822807365207,3.45065106282,0.0,17.4262982392,1.59650217197,0.0199755186268,9.51470418014,2.79948289648,0.0,,55.5405417593,14.2948835739,65.0552459394,1.59650217197,66.6517481114,,0.0199755186268,
67,160.023050664,2286.04009032,0,415.879885143,0.0559141286893,0.798772047329,0.0,0.145313823982,54.9863956545,35.7215577891,11.0,40.3707725619,67.3514829555,48.0,11.0,55.5450327329,6.66342200082,7.50076073082,0,7.4026522516,0.812678144449,3.55672894222,0.0,17.678648441,1.61526015457,0.0208828263908,9.99665384809,3.07453780769,0.0,,57.5673818358,15.7735039012,67.5640356839,1.61526015457,69.1792958385,,0.0208828263908,
68,159.935919422,2254.93799251,0,415.653445913,0.056503929905,0.796649425154,0.0,0.146846644941,55.9863956545,36.7215577891,12.0,41.3707725619,68.3514829555,49.0,12.0,56.5450327329,6.74420376288,7.64925119176,0,7.55028601012,0.801385957827,3.66237495893,0.0,17.9224440778,1.63046053732,0.0217172932915,10.487689761,3.36476487162,0.0,,59.5812093394,17.3311841466,70.0688991004,1.63046053732,71.6993596377,,0.0217172932915,
69,159.846575224,2224.06815093,0,415.424252081,0.0571015430668,0.794497618267,0.0,0.148400838666,56.9863956545,37.7215577891,13.0,42.3707725619,69.3514829555,50.0,13.0,57.5450327329,6.82450404591,7.79582393114,0,7.69728543896,0.7889391944,3.76742687864,0.0,18.1578348768,1.64196833602,0.0224657740471,10.9871799569,3.66990248571,0.0,,61.5803224208,18.9652525308,72.5675023777,1.64196833602,74.2094707137,,0.0224657740471,
70,159.755005826,2193.44590929,0,415.192325592,0.0577067605414,0.792317318593,0.0,0.149975920865,57.9863956545,38.7215577891,14.0,43.3707725619,70.3514829555,51.0,14.0,58.5450327329,6.90432824131,7.94048623079,0,7.84363860575,0.775347601388,3.87173237975,0.0,18.3849817726,1.64965582799,0.0231153764991,11.4944885483,3.98961841026,0.0,,63.5631667731,20.6725460649,75.0576553214,1.64965582799,76.7073111494,,0.0231153764991,
71,159.661199421,2163.08539407,0,414.957688176,0.0583193738238,0.790109219814,0.0,0.151571406362,58.9863956545,39.7215577891,15.0,44.3707725619,71.3514829555,52.0,15.0,59.5450327329,6.98368165469,8.08324735242,0,7.98933452324,0.760622214754,3.97514906918,0.0,18.6040548596,1.65340256185,0.0236536777346,12.0089788506,4.32351586058,0.0,,65.5283285345,22.449457445,77.5373073851,1.65340256185,79.190709947,,0.0236536777346,
72,159.565144642,2132.99955929,0,414.720361351,0.0589391736719,0.787874016905,0.0,0.153186809423,59.9863956545,40.7215577891,16.0,45.3707725619,72.3514829555,53.0,16.0,60.5450327329,7.06256950716,8.22411833537,0,8.13436309448,0.744775297294,4.0775444372,0.0,18.8152315959,1.65309535634,0.0240689509809,12.5300162882,4.67114001912,0.0,,67.4745272279,24.2919868957,80.0045435161,1.65309535634,81.6576388724,,0.0240689509809,
73,159.466830557,2103.2002323,0,414.480366432,0.0595659502396,0.785612405686,0.0,0.154821644075,60.9863956545,41.7215577891,17.0,46.3707725619,73.3514829555,54.0,17.0,61.5450327329,7.14099693666,8.36311181092,0,8.27871506154,0.727820284018,4.17879575778,0.0,19.0186952243,1.64862829093,0.0243504012868,13.0569710731,5.03198480054,0.0,,69.4006087841,26.1957975841,82.4575798572,1.64862829093,84.1062081481,,0.0243504012868,
74,159.366246668,2073.69816002,0,414.237724542,0.0601994932078,0.783325082376,0.0,0.156475424416,61.9863956545,42.7215577891,18.0,47.3707725619,74.3514829555,55.0,18.0,62.5450327329,7.21896899927,8.50024183213,0,8.42238195733,0.709771734675,4.27878994132,0.0,19.2146333882,1.63990269056,0.0244884078021,13.5892206603,5.40549971883,0.0,,71.3055386831,28.1562732307,84.8947593435,1.63990269056,86.534662034,,0.0244884078021,
75,159.263382911,2044.50305563,0,413.992456614,0.0608395919142,0.781012743158,0.0,0.158147664928,62.9863956545,43.7215577891,19.0,48.3707725619,75.3514829555,56.0,19.0,63.5450327329,7.29649067063,8.63552371767,0,8.56535606056,0.690645293282,4.37742334538,0.0,19.4032369159,1.62682710646,0.0244747702483,14.1261519797,5.79109672349,0.0,,73.1883952448,30.168576589,87.3145472245,1.62682710646,88.941374331,,0.0244747702483,
76,159.158229655,2015.62364521,0,413.744583402,0.0614860354804,0.778676083751,0.0,0.159837880768,63.9863956545,44.7215577891,20.0,49.3707725619,76.3514829555,57.0,20.0,64.5450327329,7.37356684723,8.76897390876,0,8.70763035332,0.670457654633,4.47460154946,0.0,19.5846987568,1.6093172952,0.0243029569415,14.6671634489,6.18815689096,0.0,,75.0483630921,32.2277075522,89.715526541,1.6093172952,91.3248438362,,0.0243029569415,
77,159.050777697,1987.06771413,0,413.494125488,0.0621386129374,0.776315798995,0.0,0.161545588067,64.9863956545,45.7215577891,21.0,50.3707725619,77.3514829555,58.0,21.0,65.5450327329,7.45020234782,8.90060983799,0,8.84919848129,0.64922653776,4.57023909891,0.0,19.7592130488,1.58729619746,0.0239683514704,15.2116667742,6.59603687717,0.0,,76.8847268057,34.3285597673,92.0963935799,1.58729619746,93.6836897773,,0.0239683514704,
78,158.941018265,1958.84215311,0,413.241103282,0.0627971133493,0.773932582442,0.0,0.163270304209,65.9863956545,46.7215577891,22.0,51.3707725619,78.3514829555,59.0,22.0,66.5450327329,7.52640191478,9.03044980914,0,8.99005471639,0.626970666431,4.66425922298,0.0,19.9269743041,1.56069391795,0.023468494838,15.7590885442,7.01407505582,0.0,,78.696864784,36.4659747759,94.4559533283,1.56069391795,96.0166472462,,0.023468494838,
79,158.828943016,1930.95300359,0,412.985537037,0.0634613259338,0.771527125956,0.0,0.16501154811,66.9863956545,47.7215577891,23.0,52.3707725619,79.3514829555,60.0,23.0,67.5450327329,7.60217021547,9.15851288721,0,9.13019392153,0.60370975681,4.75659353148,0.0,20.0881766985,1.52944770758,0.0228033195379,16.308871626,7.441597285,0.0,,80.48424332,38.6347928642,96.793114946,1.52944770758,98.3225626536,,0.0228033195379,
80,158.714544032,1903.40550238,0,412.727446844,0.0641310401812,0.769100119327,0.0,0.166768840492,67.9863956545,48.7215577891,24.0,53.3707725619,80.3514829555,61.0,24.0,68.5450327329,7.67751184356,9.28481879764,0,9.26961151752,0.57946451249,4.84718169426,0.0,20.2430134536,1.49350194851,0.0219753716302,16.8604763703,7.87792226088,0.0,,82.2464109011,40.8298999668,99.1068872713,1.49350194851,100.60038922,,0.0219753716302,
81,158.597813822,1876.20412532,0,412.466852647,0.0648060459703,0.766652249894,0.0,0.168541704136,68.9863956545,49.7215577891,25.0,54.3707725619,81.3514829555,62.0,25.0,69.5450327329,7.75243132044,9.40938783422,0,9.40830345192,0.554256627184,4.93597110728,0.0,20.3916763001,1.45280814207,0.0209900163976,17.4133816365,8.32236643184,0.0,,83.9829927384,43.0462701405,101.396374375,1.45280814207,102.849182517,,0.0209900163976,
82,158.47874532,1849.35263001,0,412.20377424,0.0654861336821,0.764184202175,0.0,0.170329664143,69.9863956545,50.7215577891,26.0,55.3707725619,82.3514829555,63.0,26.0,70.5450327329,7.8269330965,9.5322407748,0,9.54626616958,0.528108795462,5.02291654869,0.0,20.534355014,1.40732489873,0.0198556225669,17.9670856467,8.7742484589,0.0,,85.6936855264,45.27900328,103.660771173,1.40732489873,105.068096072,,0.0198556225669,
83,158.357331881,1822.85409729,0,411.938231276,0.0661710943108,0.761696657513,0.0,0.172132248177,70.9863956545,51.7215577891,27.0,56.3707725619,83.3514829555,64.0,27.0,71.5450327329,7.90102155246,9.65339880431,0,9.683496585,0.501044732003,5.10797982815,0.0,20.671237018,1.3570179282,0.0185837193398,18.521106678,9.232893219,0.0,,87.3782524347,47.5233579007,105.899359113,1.3570179282,107.256377041,,0.0185837193398,
84,158.233567287,1796.71097162,0,411.670243271,0.0668607195724,0.759190293727,0.0,0.173948986701,71.9863956545,52.7215577891,28.0,57.3707725619,84.3514829555,65.0,28.0,72.5450327329,7.9747010007,9.77288344447,0,9.81999205614,0.473089199957,5.19112943212,0.0,20.8025070393,1.30186002544,0.0171891195473,19.0749836043,9.69763535653,0.0,,89.0365183301,49.7747789483,108.111501934,1.30186002544,109.41336196,,0.0171891195473,
85,158.107445737,1770.92510006,0,411.399829606,0.0675548020095,0.756665784781,0.0,0.17577941321,72.9863956545,53.7215577891,29.0,58.3707725619,85.3514829555,66.0,29.0,73.5450327329,8.04797568651,9.89071648963,0,9.95575035982,0.444268049118,5.27234016758,0.0,20.9283468194,1.24183104593,0.0156900010432,19.6282762965,10.1678223956,0.0,,90.668365227,52.0289207093,110.296641523,1.24183104593,111.538472569,,0.0156900010432,
86,157.978961853,1745.49777002,0,411.127009533,0.0682531350945,0.754123800457,0.0,0.177623064449,73.9863956545,54.7215577891,30.0,59.3707725619,86.3514829555,67.0,30.0,74.5450327329,8.1208497894,10.0069199483,0,10.0907696684,0.414608264774,5.3515928066,0.0,21.0489348688,1.17691785843,0.014107936898,20.1805658928,10.642817431,0.0,,92.2737279626,54.2816649991,112.454293855,1.17691785843,113.631211714,,0.014107936898,
87,157.848110673,1720.42974556,0,410.851802177,0.0689555133294,0.751565006045,0.0,0.179479480626,74.9863956545,55.7215577891,31.0,60.3707725619,87.3514829555,68.0,31.0,75.5450327329,8.19332742431,10.1215159899,0,10.2250485276,0.384138028219,5.42887373352,0.0,21.1644462621,1.10711425623,0.0124678628719,20.7314549479,11.1220014199,0.0,,93.8525900924,56.5291348808,114.58404504,1.10711425623,115.691159297,,0.0124678628719,
88,157.714887657,1695.72130234,0,410.574226541,0.0696617323424,0.748990062039,0.0,0.181348205618,75.9863956545,56.7215577891,32.0,61.3707725619,88.3514829555,69.0,32.0,76.5450327329,8.2654126429,10.2345268962,0,10.3585858362,0.352886790132,5.50417459667,0.0,21.2750524694,1.03242079499,0.0107979678011,21.2805674712,11.6047750991,0.0,,95.404980001,58.7677042284,116.685547472,1.03242079499,117.717968267,,0.0107979678011,
89,157.579288679,1671.37226114,0,410.294301508,0.0703715889819,0.746399623851,0.0,0.183228787167,76.9863956545,57.7215577891,33.0,62.3707725619,89.3514829555,70.0,33.0,77.5450327329,8.33710943468,10.3459750173,0,10.4913808259,0.320885358191,5.57749196596,0.0,21.3809212195,0.952844503898,0.00912948849862,21.8275488647,12.0905605546,0.0,,96.9309672216,60.9940034929,118.758516086,0.952844503898,119.71136059,,0.00912948849862,
90,157.441310028,1647.38201995,0,410.012045844,0.0710848814077,0.743794341527,0.0,0.185120777065,77.9863956545,58.7215577891,34.0,63.3707725619,90.3514829555,71.0,34.0,78.5450327329,8.40842172828,10.4558827319,0,10.6234330429,0.288166000544,5.64882699778,0.0,21.4822163911,0.868398377281,0.0074963848343,22.372065768,12.5788024719,0.0,,98.4306589596,63.2049220539,120.802724728,0.868398377281,121.671123105,,0.0074963848343,
91,157.300948409,1623.7495847,0,409.727478205,0.0718014091783,0.741174859486,0.0,0.187023731336,78.9863956545,59.7215577891,35.0,64.3707725619,91.3514829555,72.0,35.0,79.5450327329,8.47935339257,10.5642724106,0,10.7547423302,0.254762566997,5.71818510823,0.0,21.57909793,0.779100480616,0.00593486146456,22.9138058216,13.0689690932,0.0,,99.9041968123,65.397607554,122.818002634,0.779100480616,123.597103114,,0.00593486146456,
92,157.158200939,1600.47359849,0,409.440617132,0.0725209733362,0.738541816258,0.0,0.188937210406,79.9863956545,60.7215577891,36.0,65.3707725619,92.3514829555,73.0,36.0,80.5450327329,8.54990823784,10.6711663834,0,10.8853088113,0.220710630089,5.78557565562,0.0,21.6717217879,0.684972356284,0.00448268760269,23.4524773552,13.5605529107,0.0,,101.351753678,67.5694626133,124.804231033,0.684972356284,125.489203389,,0.00448268760269,
93,157.013065146,1577.55236953,0,409.15148106,0.0732433764894,0.735895844246,0.0,0.190860779265,80.9863956545,61.7215577891,37.0,66.3707725619,93.3514829555,74.0,37.0,81.5450327329,8.62009001689,10.7765869098,0,11.0151328742,0.18604764852,5.85101163308,0.0,21.7602398819,0.586036092653,0.00317823960661,23.9878090111,14.0530711234,0.0,,102.773530847,69.7181393128,126.761339858,0.586036092653,127.347375951,,0.00317823960661,
94,156.865538969,1554.98389766,0,408.860088321,0.0739684228902,0.733237569487,0.0,0.192794007623,81.9863956545,62.7215577891,38.0,67.3707725619,94.3514829555,75.0,38.0,82.5450327329,8.68990242617,10.8805561527,0,11.1442151562,0.150813155785,5.91450937176,0.0,21.8448000705,0.482308643971,0.00205913982715,24.5195493086,14.5460658801,0.0,,104.169755272,71.8415318171,128.689304581,0.482308643971,129.171613225,,0.00205913982715,
95,156.715620756,1532.76589957,0,408.56645714,0.0746959185106,0.730567611433,0.0,0.194736470056,82.9863956545,63.7215577891,39.0,68.3707725619,95.3514829555,76.0,39.0,83.5450327329,8.75934910687,10.9830961534,0,11.2725565303,0.115048977224,5.97608825525,0.0,21.9255461461,0.37378983596,0.00116025400531,25.0474661583,15.039104337,0.0,,105.540677002,73.9377674867,130.58814316,0.37378983596,130.961932996,,0.00116025400531,
96,156.563309262,1510.89583264,0,408.270605644,0.0754256711151,0.727886582743,0.0,0.196687746142,83.9863956545,64.7215577891,40.0,69.3707725619,96.3514829555,77.0,40.0,84.5450327329,8.82843364594,11.0842288107,0,11.4001580915,0.078799479135,6.03577044548,0.0,22.0026178409,0.260433156981,0.000510527194179,25.5713463331,15.5317785501,0.0,,106.886566778,76.005196801,132.457913111,0.260433156981,132.718346268,,0.000510527194179,
97,156.408603648,1489.37091761,0,407.972551861,0.0761574903296,0.725195089078,0.0,0.198647420593,84.9863956545,65.7215577891,41.0,70.3707725619,97.3514829555,78.0,41.0,85.5450327329,8.89715957718,11.1839758615,0,11.5270211441,0.0421118539872,6.09358062043,0.0,22.0761508445,0.142053186189,0.000127218633902,26.0909949019,16.0237052247,0.0,,108.207713786,78.0423823862,134.298708688,0.142053186189,134.440761874,,0.000127218633902,
98,156.251503478,1468.18815993,0,407.672313723,0.0768911877084,0.722493728915,0.0,0.200615083377,85.9863956545,66.7215577891,42.0,71.3707725619,98.3514829555,79.0,42.0,86.5450327329,8.96553038223,11.2823588632,0,11.6531471897,0.00503644618558,6.14954572376,0.0,22.1462768322,0.0177117031994,1.02959894883e-06,26.6062346321,16.5145253421,0.0,,109.504423556,80.0480874084,136.110658188,0.0177117031994,136.128369891,,1.02959894883e-06,
99,156.09200872,1447.34436997,0,407.369909066,0.0776265767969,0.719783093371,0.0,0.202590329832,86.9863956545,67.7215577891,43.0,72.3707725619,99.3514829555,80.0,43.0,87.5450327329,9.03354949156,11.3793991785,0,11.7785379157,0.0,6.20369472642,0.0,22.2131235031,0.0,0.0,27.1169053679,17.0039036813,0.0,,110.777015997,82.0212635655,137.893921365,0.0,137.893921365,,0.0,
100,155.930119744,1426.83618205,0,407.065355634,0.0783634731921,0.717063766035,0.0,0.204572760773,87.9863956545,68.7215577891,44.0,73.3707725619,100.351482955,81.0,44.0,88.5450327329,9.1012202855,11.4751179621,0,11.9031951846,0.0,6.25605840035,0.0,22.2768146256,0.0,0.0,27.6228633879,17.4915282522,0.0,,112.02582357,83.9610388778,139.648686958,0.0,139.648686958,,0.0,
101,155.765837316,1406.66007234,0,406.758671083,0.0791016945997,0.714336322811,0.0,0.20656198259,88.9863956545,69.7215577891,45.0,74.3707725619,101.351482955,82.0,45.0,89.5450327329,9.16854609515,11.5695361483,0,12.0271210237,0.0,6.30666910402,0.0,22.33747009,0.0,0.0,28.1239807478,17.9771096554,0.0,,113.251189587,85.8667054505,141.375170335,0.0,141.375170335,,0.0,
102,155.599162602,1386.81237572,0,406.449872975,0.0798410608883,0.711601331773,0.0,0.208557607339,89.9863956545,70.7215577891,46.0,75.3707725619,102.351482955,83.0,46.0,90.5450327329,9.23553020334,11.6626744408,0,12.1503176153,0.0,6.35556057982,0.0,22.3952059672,0.0,0.0,28.6201446135,18.4603803831,0.0,,114.453466627,87.7377073529,143.07361124,0.0,143.07361124,,0.0,
103,155.430097163,1367.2893016,0,406.138978788,0.0805813941409,0.708859353031,0.0,0.210559252828,90.9863956545,71.7215577891,47.0,76.3707725619,103.351482955,84.0,47.0,91.5450327329,9.30217584553,11.7545533032,0,12.2727872871,0.0,6.40276776309,0.0,22.4501345726,0.0,0.0,29.1112565867,18.9410940711,0.0,,115.633015067,89.5736287346,144.744271654,0.0,144.744271654,,0.0,
104,155.258642953,1348.08694874,0,405.826005913,0.0813225187027,0.706110938603,0.0,0.212566542695,91.9863956545,72.7215577891,48.0,77.3707725619,104.351482955,85.0,48.0,92.5450327329,9.36848621074,11.8451929513,0,12.3945325042,0.0,6.44832660249,0.0,22.5023645343,0.0,0.0,29.5972320287,19.4190247157,0.0,,116.790201728,91.3741822761,146.387433756,0.0,146.387433756,,0.0,
105,155.084802317,1329.20131917,0,405.510971656,0.0820642612269,0.703356632303,0.0,0.21457910647,92.9863956545,73.7215577891,49.0,78.3707725619,105.351482955,86.0,49.0,93.5450327329,9.43446444239,11.9346133465,0,12.51555586,0.0,6.49227389156,0.0,22.5520008651,0.0,0.0,30.0779993843,19.8939658624,0.0,,117.925398607,93.1391980504,148.003397991,0.0,148.003397991,,0.0,
106,154.908577991,1310.62833114,0,405.193893239,0.0828064507169,0.700596969634,0.0,0.216596579649,93.9863956545,74.7215577891,50.0,79.3707725619,106.351482955,87.0,50.0,94.5450327329,9.5001136392,12.0228341895,0,12.6358600685,0.0,6.53464711109,0.0,22.5991450368,0.0,0.0,30.5534995106,20.3657297769,0.0,,119.038981723,94.8686128542,149.592481234,0.0,149.592481234,,0.0,
107,154.729973098,1292.36383131,0,404.874787804,0.0835489185664,0.697832477691,0.0,0.218618603742,94.9863956545,75.7215577891,51.0,80.3707725619,107.351482955,88.0,51.0,95.5450327329,9.565436856,12.109874916,0,12.7554479571,0.0,6.57548428199,0.0,22.6438950582,0.0,0.0,31.0236850111,20.8341466049,0.0,,120.131330043,96.5624600511,151.155015054,0.0,151.155015054,,0.0,
108,154.548991146,1274.40360599,0,404.553672411,0.084291498596,0.695063675079,0.0,0.220644826325,95.9863956545,76.7215577891,52.0,81.3707725619,108.351482955,89.0,52.0,96.5450327329,9.63043710458,12.1957546927,0,12.8743224588,0.0,6.61482382839,0.0,22.6863455541,0.0,0.0,31.4885195793,21.2990635281,0.0,,121.202824495,98.2208599564,152.691344075,0.0,152.691344075,,0.0,
109,154.365636024,1256.74339176,0,404.230564041,0.0850340270874,0.69229107183,0.0,0.222674901083,96.9863956545,77.7215577891,53.0,82.3707725619,109.351482955,90.0,53.0,97.5450327329,9.69511735446,12.2804924137,0,12.9924866061,0.0,6.65270445051,0.0,22.7265878459,0.0,0.0,31.9479773539,21.7603439204,0.0,,122.253847066,99.8440107792,154.20182442,0.0,154.20182442,,0.0,
110,154.179912005,1239.3788852,0,403.905479595,0.0857763428151,0.68951516934,0.0,0.224708487845,97.9863956545,78.7215577891,54.0,83.3707725619,110.351482955,91.0,54.0,98.5450327329,9.75948053372,12.3641066988,0,13.1099435239,0.0,6.68916500695,0.0,22.764710034,0.0,0.0,32.4020422861,22.2178665123,0.0,,123.284779971,101.43218013,155.686822257,0.0,155.686822257,,0.0,
111,153.991823737,1222.30575204,0,403.5784359,0.0865182870751,0.686736460305,0.0,0.22674525262,98.9863956545,79.7215577891,55.0,84.3707725619,111.351482955,92.0,55.0,99.5450327329,9.82352952974,12.4466158911,0,13.2266964238,0.0,6.72424440616,0.0,22.8007970799,0.0,0.0,32.8507075223,22.6715245637,0.0,,124.296004894,102.985697095,157.146712416,0.0,157.146712416,,0.0,
112,153.801376245,1205.5196356,0,403.249449703,0.0872597037112,0.683955428676,0.0,0.228784867613,99.9863956545,80.7215577891,56.0,85.3707725619,112.351482955,93.0,56.0,100.545032733,9.88726718997,12.5280380562,0,13.3427485981,0.0,6.75798150642,0.0,22.8349308896,0.0,0.0,33.2939748023,23.1212250527,0.0,,125.287902301,104.504944859,158.581877104,0.0,158.581877104,,0.0,
113,153.608574926,1189.01616456,0,402.918537677,0.088000439139,0.68117254961,0.0,0.230827011251,100.986395654,81.7215577891,57.0,86.3707725619,113.351482955,94.0,57.0,101.545032733,9.95069632265,12.6083909815,0,13.4581034143,0.0,6.79041502428,0.0,22.8671903964,0.0,0.0,33.7318538749,23.5668878805,0.0,,126.260850808,105.990353885,159.992704683,0.0,159.992704683,,0.0,
114,153.41342555,1172.79096023,0,402.58571642,0.0887403423668,0.678388289439,0.0,0.232871368194,101.986395654,82.7215577891,58.0,87.3707725619,114.351482955,95.0,58.0,102.545032733,10.0138196976,12.687692176,0,13.5727643098,0.0,6.82158345075,0.0,22.8976516442,0.0,0.0,34.1643619318,24.0084450959,0.0,,127.215226613,107.442395606,161.379588545,0.0,161.379588545,,0.0,
115,153.21593425,1156.8396432,0,402.251002459,0.0894792650146,0.675603105644,0.0,0.234917629341,102.986395654,83.7215577891,59.0,88.3707725619,115.351482955,96.0,59.0,103.545032733,10.0766400467,12.7659588707,0,13.6867347868,0.0,6.85152497514,0.0,22.9263878701,0.0,0.0,34.5915230601,24.4458401424,0.0,,128.151402981,108.86157663,162.742926041,0.0,162.742926041,,0.0,
116,153.016107529,1141.15783947,0,401.914412244,0.090217061331,0.672817446834,0.0,0.236965491835,103.986395654,84.7215577891,60.0,89.3707725619,116.351482955,97.0,60.0,104.545032733,10.1391600649,12.8432080194,0,13.8000184078,0.0,6.88027741587,0.0,22.9534695862,0.0,0.0,35.0133677148,24.8790271278,0.0,,129.069749779,110.248433428,164.083117494,0.0,164.083117494,,0.0,
117,152.813952247,1125.74118608,0,401.575962155,0.0909535882068,0.670031752735,0.0,0.239014659058,104.986395654,85.7215577891,61.0,90.3707725619,117.351482955,98.0,61.0,105.545032733,10.2013824108,12.9194562997,0,13.9126187906,0.0,6.9078781582,0.0,22.9789646613,0.0,0.0,35.4299322109,25.3079701183,0.0,,129.970633065,111.603527474,165.400565276,0.0,165.400565276,,0.0,
118,152.609475626,1110.58533631,0,401.235668502,0.0916887051874,0.667246454186,0.0,0.241064840627,105.986395654,86.7215577891,62.0,91.3707725619,118.351482955,99.0,62.0,106.545032733,10.2633097072,12.9947201142,0,14.0245396046,0.0,6.93436409822,0.0,23.0029384009,0.0,0.0,35.8412582362,25.7326424593,0.0,,130.854414713,112.927440826,166.695672949,0.0,166.695672949,,0.0,
119,152.402685243,1095.6859644,0,400.893547521,0.0924222744827,0.664461973139,0.0,0.243115752378,106.986395654,87.7215577891,63.0,92.3707725619,119.351482955,100.0,63.0,107.545032733,10.3249445415,13.0690155929,0,14.1357845663,0.0,6.95977159285,0.0,23.0254536271,0.0,0.0,36.2473923847,26.1530261212,0.0,,131.721452084,114.22077211,167.968844469,0.0,167.968844469,,0.0,
120,152.193589029,1081.03876987,0,400.549615381,0.0931541609743,0.661678722674,0.0,0.245167116352,107.986395654,88.7215577891,64.0,93.3707725619,120.351482955,101.0,64.0,108.545032733,10.3862894671,13.1423585944,0,14.2463574354,0.0,6.9841364156,0.0,23.0465707562,0.0,0.0,36.6483857101,26.5691110724,0.0,,132.57209774,115.48413288,169.22048345,0.0,169.22048345,,0.0,
121,151.982195262,1066.63948146,0,400.203888181,0.0938842322218,0.658897107005,0.0,0.247218660773,108.986395654,89.7215577891,65.0,94.3707725619,121.351482955,102.0,65.0,109.545032733,10.4473470033,13.2147647087,0,14.3562620113,0.0,7.00749371752,0.0,23.0663478761,0.0,0.0,37.0442933005,26.9808946798,0.0,,133.406699182,116.718144345,170.450992483,0.0,170.450992483,,0.0,
122,151.768512569,1052.48386072,0,399.856381949,0.0946123584657,0.656117521511,0.0,0.249270120023,109.986395654,90.7215577891,66.0,95.3707725619,122.351482955,103.0,66.0,110.545032733,10.5081196362,13.2862492593,0,14.4655021296,0.0,7.02987799325,0.0,23.0848408218,0.0,0.0,37.4351738735,27.3883811353,0.0,,134.225598637,117.923434417,171.660772511,0.0,171.660772511,,0.0,
