,N_bh_AwT,N_bh_PlT,N_bh_SbT,N_bh_SwT,SC_Aw,SC_Pl,SC_Sb,SC_Sw,bhage_Aw,bhage_Pl,bhage_Sb,bhage_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,BA_Aw,BA_Sw,BA_Sb,BA_Pl,Gross_Total_Volume_Aw,Gross_Total_Volume_Sw,Gross_Total_Volume_Sb,Gross_Total_Volume_Pl,MerchantableVolumeAw,MerchantableVolumeSw,MerchantableVolumeSb,MerchantableVolumePl
0,0.0,913.588765647,0.0,0.0,0.0,1.0,0.0,0.0,-33.0,-13.482537311,-33.0,-33.0,-33.0,0.0,-33.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
1,0.0,913.579893482,0.0,0.0,0.0,1.0,0.0,0.0,-32.0,-12.482537311,-32.0,-32.0,-32.0,1.0,-32.0,-32.0,0.0,0.01381730359,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
2,0.0,913.559607242,0.0,0.0,0.0,1.0,0.0,0.0,-31.0,-11.482537311,-31.0,-31.0,-31.0,2.0,-31.0,-31.0,0.0,0.0475477983777,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
3,0.0,913.524465615,0.0,0.0,0.0,1.0,0.0,0.0,-30.0,-10.482537311,-30.0,-30.0,-30.0,3.0,-30.0,-30.0,0.0,0.0996064323816,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
4,0.0,913.471434919,0.0,0.0,0.0,1.0,0.0,0.0,-29.0,-9.482537311,-29.0,-29.0,-29.0,4.0,-29.0,-29.0,0.0,0.167614878822,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
5,0.0,913.397750809,0.0,0.0,0.0,1.0,0.0,0.0,-28.0,-8.482537311,-28.0,-28.0,-28.0,5.0,-28.0,-28.0,0.0,0.249443764715,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
6,0.0,913.300847243,0.0,0.0,0.0,1.0,0.0,0.0,-27.0,-7.482537311,-27.0,-27.0,-27.0,6.0,-27.0,-27.0,0.0,0.343274035305,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
7,0.0,913.178314023,0.0,0.0,0.0,1.0,0.0,0.0,-26.0,-6.482537311,-26.0,-26.0,-26.0,7.0,-26.0,-26.0,0.0,0.447554907355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
8,0.0,913.027869053,0.0,0.0,0.0,1.0,0.0,0.0,-25.0,-5.482537311,-25.0,-25.0,-25.0,8.0,-25.0,-25.0,0.0,0.560954446766,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
9,0.0,912.84733914,0.0,0.0,0.0,1.0,0.0,0.0,-24.0,-4.482537311,-24.0,-24.0,-24.0,9.0,-24.0,-24.0,0.0,0.682318378499,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
