,N_bh_AwT,N_bh_PlT,N_bh_SbT,N_bh_SwT,SC_Aw,SC_Pl,SC_Sb,SC_Sw,bhage_Aw,bhage_Pl,bhage_Sb,bhage_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,BA_Aw,BA_Sw,BA_Sb,BA_Pl,Gross_Total_Volume_Aw,Gross_Total_Volume_Sw,Gross_Total_Volume_Sb,Gross_Total_Volume_Pl,MerchantableVolumeAw,MerchantableVolumeSw,MerchantableVolumeSb,MerchantableVolumePl
25,0.0,1287.24846423,0.0,333.725865356,0.0,0.794120203346,0.0,0.205879796654,-31.0,9.2338501028,-31.0,12.6153278421,-31.0,20.0,-31.0,25.5830723113,0.0,3.24560569787,0.0,3.56417752573,0.0,0.254086376698,0.0,3.57627134891,0,0.367200021576,0,4.23611951675,0,0.0050136000364,0,0.0670756567871
26,0.0,1284.23947964,0.0,333.691146768,0.0,0.793754354283,0.0,0.206245645717,-30.0,10.2338501028,-30.0,13.6153278421,-30.0,21.0,-30.0,26.5830723113,0.0,3.46612411667,0.0,3.75425122386,0.0,0.314753127655,0.0,4.11759360507,0,0.476685159554,0,5.35900621201,0,0.00861407255222,0,0.129695704493
27,0.0,1281.04444264,0.0,333.655460322,0.0,0.793363794901,0.0,0.206636205099,-29.0,11.2338501028,-29.0,14.6153278421,-29.0,22.0,-29.0,27.5830723113,0.0,3.68671154512,0.0,3.94487599913,0.0,0.383289469829,0.0,4.66121137978,0,0.607058837371,0,6.60662912529,0,0.0142219023474,0,0.231816580468
28,0.0,1277.6624256,0.0,333.618814799,0.0,0.792948117042,0.0,0.207051882958,-28.0,12.2338501028,-28.0,15.6153278421,-28.0,23.0,-28.0,28.5830723113,0.0,3.90702602962,0.0,4.13591177788,0.0,0.459823817244,0.0,5.20389367936,0,0.760157115059,0,7.97183688309,0,0.0226642708108,0,0.388094074627
29,0.0,1274.09282034,0.0,333.581218641,0.0,0.792506932031,0.0,0.207493067969,-27.0,13.2338501028,-27.0,16.6153278421,-27.0,24.0,-27.0,29.5830723113,0.0,4.12676254571,0.0,4.32722995322,0.0,0.54442351395,0.0,5.74307523031,0,0.937735181101,0,9.44703326678,0,0.0349920265777,0,0.614722634037
30,0.0,1270.33533309,0.0,333.542679983,0.0,0.792039870075,0.0,0.207960129925,-26.0,14.2338501028,-26.0,17.6153278421,-26.0,25.0,-26.0,30.5830723113,0.0,4.34564944474,0.0,4.51871232702,0.0,0.637097945065,0.0,6.27671146475,0,1.1414499244,0,11.0244055328,0,0.0525031164421,0,0.928538887844
31,0.0,1266.38997929,0.0,333.503206669,0.0,0.791546579736,0.0,0.208453420264,-25.0,15.2338501028,-25.0,18.6153278421,-25.0,26.0,-25.0,31.5830723113,0.0,4.56344526948,0.0,4.71025017431,0.0,0.737801853184,0.0,6.80317031116,0,1.37284449094,0,12.6960863132,0,0.0767586231388,0,1.34600032262
32,0.0,1262.25707813,0.0,333.462806279,0.0,0.791026727475,0.0,0.208973272525,-24.0,16.2338501028,-24.0,19.6153278421,-24.0,27.0,-24.0,32.5830723113,0.0,4.7799358924,0.0,4.90174341245,0.0,0.846438859567,0.0,7.32115030596,0,1.63333494611,0,14.4542686226,0,0.1095890393,0,1.88216201565
33,0.0,1257.93724688,0.0,333.421486142,0.0,0.790479997236,0.0,0.209520002764,-23.0,17.2338501028,-23.0,20.6153278421,-23.0,28.0,-23.0,33.5830723113,0.0,4.99493193749,0.0,5.09309986065,0.0,0.962865176826,0.0,7.82961773076,0,1.9241991253,0,16.2912876907,0,0.153088858696,0,2.5497711411
34,0.0,1253.43139478,0.0,333.379253355,0.0,0.789906090089,0.0,0.210093909911,-22.0,18.2338501028,-22.0,21.6153278421,-22.0,29.0,-22.0,34.5830723113,0.0,5.20826645311,0.0,5.28423457771,0.0,1.08689348544,0.0,8.32775768325,0,2.2465677075,0,18.1996791522,0,0.209598270209,0,3.35857489906
35,0.0,1248.74071662,0.0,333.3361148,0.0,0.789304723904,0.0,0.210695276096,-21.0,19.2338501028,-21.0,22.6153278421,-21.0,30.0,-21.0,35.5830723113,0.0,5.41979280742,0.0,5.47506926776,0.0,1.21829693434,0.0,8.81493549545,0,2.60141749678,0,20.1722201984,0,0.28167164262,0,4.31489912052
36,0.0,1243.8666859,0.0,333.292077156,0.0,0.788675633067,0.0,0.211324366933,-20.0,20.2338501028,-20.0,23.6153278421,-20.0,31.0,-20.0,36.5830723113,0.0,5.62938278275,0.0,5.66553174539,0.0,1.35681321775,0.0,9.29066594368,0,2.98956684944,0,22.2019582764,0,0.372033500497,0,5.42151154295
37,0.0,1238.8110475,0.0,333.24714691,0.0,0.788018568209,0.0,0.211981431791,-19.0,21.2338501028,-19.0,24.6153278421,-19.0,32.0,-19.0,37.5830723113,0.0,5.8369248477,0.0,5.85555545288,0.0,1.50214867696,0.0,9.7545884053,0,3.41167314429,0,24.2822305481,0,0.483523701142,0,6.67774496655
38,0.0,1233.57580998,0.0,333.201330371,0.0,0.787333295981,0.0,0.212666704019,-18.0,22.2338501028,-18.0,25.6153278421,-18.0,33.0,-18.0,38.5830723113,0.0,6.04232258889,0.0,6.04507902328,0.0,1.65398237598,0.0,10.2064466129,0,3.86823216158,0,26.4066763848,0,0.619034411037,0,8.07982781172
39,0.0,1228.16323738,0.0,333.154633681,0.0,0.786619598829,0.0,0.213380401171,-17.0,23.2338501028,-17.0,26.6153278421,-17.0,34.0,-17.0,39.5830723113,0.0,6.24549328645,0.0,6.23404588406,0.0,1.81197010339,0.0,10.6460720057,0,4.35957921264,0,28.5692445319,0,0.781442141689,0,9.6213557027
40,0.0,1222.57584059,0.0,333.107062822,0.0,0.785877274802,0.0,0.214122725198,-16.0,24.2338501028,-16.0,27.6153278421,-16.0,35.0,-16.0,40.5830723113,0.0,6.44636661909,0.0,6.42240389654,0.0,1.97574825791,0.0,11.0733699276,0,4.88589184727,0,30.7641961447,0,0.973538463499,0,11.2938366495
41,0.0,1216.81636835,0.0,333.058623628,0.0,0.785106137365,0.0,0.214893862635,-15.0,25.2338501028,-15.0,28.6153278421,-15.0,36.0,-15.0,41.5830723113,0.0,6.64488348627,0.0,6.61010502745,0.0,2.14493758178,0.0,11.4883081012,0,5.44719395753,0,32.9861045898,0,1.19796303906,0,13.087250856
42,0.0,1210.88779773,0.0,333.00932179,0.0,0.784306015227,0.0,0.215693984773,-14.0,26.2338501028,-14.0,29.6153278421,-14.0,37.0,-14.0,42.5830723113,0.0,6.84099493641,0.0,6.79710504882,0.0,2.31914671252,0.0,11.8909069404,0,6.04336109497,0,35.2298526955,0,1.45714231702,0,14.9905799579
43,0.0,1204.79332434,0.0,332.959162867,0.0,0.783476752183,0.0,0.216523247817,-13.0,27.2338501028,-13.0,30.6153278421,-13.0,38.0,-13.0,43.5830723113,0.0,7.03466119115,0.0,6.98336326347,0.0,2.49797553082,0.0,12.28123136,0,6.6741268203,0,37.4906279839,0,1.7532366585,0,16.9922757779
44,0.0,1198.53635205,0.0,332.908152291,0.0,0.782618206962,0.0,0.217381793038,-12.0,28.2338501028,-12.0,31.6153278421,-12.0,39.0,-12.0,44.5830723113,0.0,7.22585075692,0.0,7.16884225329,0.0,2.68101828798,0.0,12.6593838161,0,7.33908991149,0,39.7639163054,0,2.08809791403,0,19.0806527291
45,0.0,1192.12048251,0.0,332.856295373,0.0,0.781730253077,0.0,0.218269746923,-11.0,29.2338501028,-11.0,32.6153278421,-11.0,40.0,-11.0,45.5830723113,0.0,7.41453961559,0.0,7.35350764819,0.0,2.86786650257,0.0,13.025498364,0,8.0377222644,0,42.0454942159,0,2.46323862723,0,21.2441992643
46,0.0,1185.54950428,0.0,332.803597312,0.0,0.780812778686,0.0,0.219187221314,-10.0,30.2338501028,-10.0,33.6153278421,-10.0,41.0,-10.0,46.5830723113,0.0,7.60071048732,0.0,7.53732791347,0.0,3.05811162059,0.0,13.3797355666,0,8.76937733125,0,44.3314203774,0,2.8798132081,0,23.4718117628
47,0.0,1178.82738168,0.0,332.750063197,0.0,0.779865686455,0.0,0.220134313545,-9.0,31.2338501028,-9.0,34.6153278421,-9.0,42.0,-9.0,47.5830723113,0.0,7.78435215886,0.0,7.72027415405,0.0,3.25134743759,0.0,13.722278114,0,9.53329895389,0,46.6180262086,0,3.33861067185,0,25.7529591617
48,0.0,1171.95824348,0.0,332.695698015,0.0,0.778888893427,0.0,0.221111106573,-8.0,32.2338501028,-8.0,35.6153278421,-8.0,43.0,-8.0,48.5830723113,0.0,7.96545887158,0.0,7.90231993383,0.0,3.44717228509,0.0,14.0533270453,0,10.3286304613,0,48.9019059816,0,3.84005793715,0,28.077789051
49,0.0,1164.9463714,0.0,332.640506655,0.0,0.777882330882,0.0,0.222117669118,-7.0,33.2338501028,-7.0,36.6153278421,-7.0,44.0,-7.0,49.5830723113,0.0,8.14402976392,0.0,8.08344110887,0.0,3.64519098603,0.0,14.3730984807,0,11.1544239136,0,51.1799065236,0,4.38423224682,0,30.4371865441
50,0.0,1157.79618834,0.0,332.584493912,0.0,0.776845944213,0.0,0.223154055787,-6.0,34.2338501028,-6.0,37.6153278421,-6.0,45.0,-6.0,50.5830723113,0.0,8.3200683634,0.0,8.26361567301,0.0,3.84501658668,0.0,14.6818207895,0,12.0096493869,0,53.4491166615,0,4.97088102177,0,32.8227966471
51,0.0,1150.51224669,0.0,332.527664493,0.0,0.775779692788,0.0,0.224220307212,-5.0,35.2338501028,-5.0,38.6153278421,-5.0,46.0,-5.0,51.5830723113,0.0,8.49358212384,0.0,8.44282361504,0.0,4.04627187397,0.0,14.9797321303,0,12.8932042074,0,55.706856522,0,5.59944736782,0,35.2270196098
52,0.0,1143.09921642,0.0,332.470023019,0.0,0.774683549823,0.0,0.225316450177,-4.0,36.2338501028,-4.0,39.6153278421,-4.0,47.0,-4.0,52.5830723113,0.0,8.66458200384,0.0,8.62104678616,0.0,4.24859068851,0.0,15.267078314,0,13.8039220516,0,57.9506667866,0,6.26909949874,0,37.642987214
53,0.0,1135.56187319,0.0,332.41157403,0.0,0.773557502243,0.0,0.226442497757,-3.0,37.2338501028,-3.0,40.6153278421,-3.0,48.0,-3.0,53.5830723113,0.0,8.83308208288,0.0,8.79826877707,0.0,4.45161904462,0.0,15.544110943,0,14.7405818449,0,60.1782979807,0,6.97876248182,0,40.0645264089
54,0.0,1127.90508655,0.0,332.352321989,0.0,0.772401550545,0.0,0.227598449455,-2.0,38.2338501028,-2.0,41.6153278421,-2.0,49.0,-2.0,54.5830723113,0.0,8.99909921188,0.0,8.97447480372,0.0,4.65501606935,0.0,15.8110857921,0,15.7019163982,0,62.3876998658,0,7.72715092008,0,42.4861152682
55,0.0,1120.13380809,0.0,332.292271282,0.0,0.771215708667,0.0,0.228784291333,-1.0,39.2338501028,-1.0,42.6153278421,-1.0,50.0,-1.0,55.5830723113,0.0,9.16265269498,0.0,9.14965160107,0.0,4.85845477246,0.0,16.0682613984,0,16.6866207327,0,64.5770109911,0,8.51280142631,0,44.9028350036
56,0.0,1112.25305974,0.0,332.231426228,0.0,0.770000003838,0.0,0.229999996162,0.0,40.2338501028,0.0,43.6153278421,0.0,51.0,0.0,56.5830723113,0.0,9.32376400009,0.0,9.32378732429,0.0,4.92856087919,0.0,16.1917008772,0,17.2359850794,0,66.2424215928,0,8.99120726695,0,46.6667914046
57,0.0,1104.26792221,0.0,332.169791074,0.0,0.768754476437,0.0,0.231245523563,1.0,41.2338501028,1.0,44.6153278421,1.0,52.0,1.0,57.5830723113,0.0,9.48245649555,0.0,9.49687145659,0.0,5.0784086565,0.0,16.3823640959,0,18.0709480249,0,68.1818323767,0,9.69266088574,0,48.801983563
58,0.0,1096.1835236,0.0,332.107370004,0.0,0.767479179843,0.0,0.232520820157,2.0,42.2338501028,2.0,45.6153278421,2.0,53.0,2.0,58.5830723113,0.0,9.63875521073,0.0,9.66889472339,0.0,5.22678112556,0.0,16.5661679539,0,18.9167706532,0,70.0992246124,0,10.4148571042,0,50.9264646527
59,0.0,1088.0050282,0.0,332.044167137,0.0,0.766174180283,0.0,0.233825819717,3.0,43.2338501028,3.0,46.6153278421,3.0,54.0,3.0,59.5830723113,0.0,9.79268661842,0.0,9.83984901222,0.0,5.37349464091,0.0,16.7432693272,0,19.7723254799,0,71.9935604451,0,11.1563065719,0,53.0376393958
60,0.0,1079.73762555,0.0,331.980186535,0.0,0.764839556678,0.0,0.235160443322,4.0,44.2338501028,4.0,47.6153278421,4.0,55.0,4.0,60.5830723113,0.0,9.9442784372,0.0,10.0097272978,0.0,5.51838035518,0.0,16.9138289952,0,20.636500974,0,73.8639215206,0,11.9155077005,0,55.1331782055
61,0.0,1071.38651975,0.0,331.915432199,0.0,0.763475400475,0.0,0.236524599525,5.0,45.2338501028,5.0,48.6153278421,5.0,56.0,5.0,61.5830723113,0.0,10.093559452,0.0,10.1785235724,0.0,5.66128389971,0.0,17.0780105989,0,21.5082055756,0,75.7095018757,0,12.6909595007,0,57.2109976174
62,0.0,1062.95691913,0.0,331.849908074,0.0,0.762081815487,0.0,0.237918184513,6.0,46.2338501028,6.0,49.6153278421,6.0,57.0,6.0,62.5830723113,0.0,10.2405593515,0.0,10.3462327801,0.0,5.80206500818,0.0,17.2359797251,0,22.3863712779,0,77.5296010373,0,13.4811727804,0,59.2692415132
63,0.0,1054.45402612,0.0,331.783618055,0.0,0.76065891772,0.0,0.23934108228,7.0,47.2338501028,7.0,50.6153278421,7.0,58.0,7.0,63.5830723113,0.0,10.3853085803,0.0,10.512850756,0.0,5.94059709266,0.0,17.3879031043,0,23.2699567873,0,79.3236173491,0,14.2846797814,0,61.3062632858
64,0.0,1045.88302766,0.0,331.716565983,0.0,0.759206835199,0.0,0.240793164801,8.0,48.2338501028,8.0,51.6153278421,8.0,59.0,8.0,64.5830723113,0.0,10.5278382055,0.0,10.6783741688,0.0,6.07676678014,0.0,17.5339479067,0,24.1579502809,0,81.0910415381,0,15.1000423529,0,63.3206090322
65,0.0,1037.24908579,0.0,331.648755648,0.0,0.757725707785,0.0,0.242274292215,9.0,49.2338501028,9.0,52.6153278421,9.0,60.0,9.0,65.5830723113,0.0,10.6681797957,0.0,10.8428004671,0.0,6.21047341739,0.0,17.6742811278,0,25.0493717782,0,82.8314505313,0,15.9258587786,0,65.311001813
66,0.0,1028.55732875,0.0,331.580190795,0.0,0.756215686995,0.0,0.243784313005,10.0,50.2338501028,10.0,53.6153278421,10.0,61.0,10.0,66.5830723113,0.0,10.8063653116,0.0,11.0061278295,0.0,6.341628551,0.0,17.8090690513,0,25.9432751486,0,84.5445015265,0,16.7607693766,0,67.2763269845
67,0.0,1019.81284248,0.0,331.510875121,0.0,0.754676935805,0.0,0.245323064195,11.0,51.2338501028,11.0,54.6153278421,11.0,62.0,11.0,67.5830723113,0.0,10.9424270074,0.0,11.1683551172,0.0,6.47015538883,0.0,17.9384767837,0,26.8387497751,0,86.2299263226,0,17.6034609948,0,69.2156185829
68,0.0,1011.02066247,0.0,331.44081228,0.0,0.75310962846,0.0,0.24689037154,12.0,52.2338501028,12.0,55.6153278421,12.0,63.0,12.0,68.5830723113,0.0,11.0763973415,0.0,11.3294818296,0.0,6.59598824863,0.0,18.0626678485,0,27.7349218964,0,87.887525908,0,18.4526705235,0,71.128046724
69,0.0,1002.18576614,0.0,331.370005881,0.0,0.751513950273,0.0,0.248486049727,13.0,53.2338501028,13.0,56.6153278421,13.0,64.0,13.0,69.5830723113,0.0,11.2083088966,0.0,11.4895080637,0.0,6.71907199868,0.0,18.1818038384,0,28.6309556483,0,89.5171653073,0,19.3071875387,0,73.0129059704
70,0.0,993.31306558,0.0,331.298459493,0.0,0.749890097419,0.0,0.250109902581,14.0,54.2338501028,14.0,57.6153278421,14.0,65.0,14.0,70.5830723113,0.0,11.3381943073,0.0,11.6484344739,0.0,6.83936149513,0.0,18.2960441147,0,29.5260538269,0,91.1187686823,0,20.1658561849,0,74.8696046119
71,0.0,984.407400771,0.0,331.226176646,0.0,0.748238276728,0.0,0.251761723272,15.0,55.2338501028,15.0,58.6153278421,15.0,66.0,15.0,71.5830723113,0.0,11.4660861954,0.0,11.8062622366,0.0,6.95682101975,0.0,18.4055455514,0,30.4194583951,0,92.692314684,0,21.0275763959,0,76.6976547999
72,0.0,975.473533273,0.0,331.153160828,0.0,0.746558705464,0.0,0.253441294536,16.0,56.2338501028,16.0,59.6153278421,16.0,67.0,16.0,72.5830723113,0.0,11.5920171119,0.0,11.9629930153,0.0,7.07142372174,0.0,18.5104623189,0,31.3104507528,0,94.23783205,0,21.8913045452,0,78.4966634786
73,0.0,966.51614034,0.0,331.079415493,0.0,0.744851611117,0.0,0.255148388883,17.0,57.2338501028,17.0,60.6153278421,17.0,68.0,17.0,73.5830723113,0.0,11.7160194851,0.0,12.118628928,0.0,7.18315106651,0.0,18.6109457017,0,32.1983517935,0,95.7553954402,0,22.7560536082,0,80.2663240514
74,0.0,957.5398095,0.0,331.004944056,0.0,0.743117231169,0.0,0.256882768831,18.0,58.2338501028,18.0,61.6153278421,18.0,69.0,18.0,74.5830723113,0.0,11.838125574,0.0,12.2731725177,0.0,7.29199229399,0.0,18.7071439474,0,33.0825217641,0,97.2451215055,0,23.6208929084,0,82.0064087288
75,0.0,948.549033581,0.0,330.929749901,0.0,0.741355812872,0.0,0.258644187128,19.0,59.2338501028,19.0,62.6153278421,19.0,70.0,19.0,75.5830723113,0.0,11.9583674276,0.0,12.426626723,0.0,7.39794388876,0.0,18.7992021436,0,33.9623599508,0,98.7071651813,0,24.4849475145,0,83.7167615012
76,0.0,939.548206192,0.0,330.853836373,0.0,0.739567613017,0.0,0.260432386983,20.0,60.2338501028,20.0,63.6153278421,20.0,71.0,20.0,76.5830723113,0.0,12.0767768481,0.0,12.5789948518,0.0,7.50100906377,0.0,18.8872621192,0,34.8373042063,0,100.141716198,0,25.3473973449,0,85.397291687
77,0.0,930.54161763,0.0,330.777206788,0.0,0.737752897694,0.0,0.262247102306,21.0,61.2338501028,21.0,64.6153278421,21.0,72.0,21.0,77.5830723113,0.0,12.1933853584,0.0,12.7302805556,0.0,7.60119725922,0.0,18.9714623679,0,35.7068303382,0,101.548995799,0,26.2074760305,0,87.0479680063
78,0.0,921.533451235,0.0,330.699864429,0.0,0.735911942054,0.0,0.264088057946,22.0,62.2338501028,22.0,65.6153278421,22.0,73.0,22.0,78.5830723113,0.0,12.308224174,0.0,12.8804878061,0.0,7.69852365787,0.0,19.0519379905,0,36.5704513735,0,102.929253664,0,27.0644695809,0,88.6688131388
79,0.0,912.527780156,0.0,330.621812547,0.0,0.734045030069,0.0,0.265954969931,23.0,63.2338501028,23.0,66.6153278421,23.0,74.0,23.0,79.5830723113,0.0,12.421324178,0.0,13.0296208726,0.0,7.79300871779,0.0,19.1288206553,0,37.4277167162,0,104.282765019,0,27.9177148918,0,90.259898721
