,N_bh_AwT,N_bh_PlT,N_bh_SbT,N_bh_SwT,SC_Aw,SC_Pl,SC_Sb,SC_Sw,bhage_Aw,bhage_Pl,bhage_Sb,bhage_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,BA_Aw,BA_Sw,BA_Sb,BA_Pl
25,310.653698911,5556.29732896,0.0,0.0,0.0529497685314,0.947050231469,0.0,0.0,19.6529739333,5.94390001804,-131.0,-37.9721050919,25.147571873,14.0,-131.0,-28.674278295,6.45267452448,3.06785633271,0.0,0.0,4.34780079689,0.0,0.0,3.45718480151
26,310.088136406,5474.73325398,0.0,0.0,0.0536037529043,0.946396247096,0.0,0.0,20.6529739333,6.94390001804,-130.0,-36.9721050919,26.147571873,15.0,-130.0,-27.674278295,6.6822761944,3.38817315868,0.0,0.0,4.54043939854,0.0,0.0,4.30563095329
27,309.492597269,5390.97604219,0.0,0.0,0.0542924830999,0.9457075169,0.0,0.0,21.6529739333,7.94390001804,-129.0,-35.9721050919,27.147571873,16.0,-129.0,-26.674278295,6.90869614493,3.71124475308,0.0,0.0,4.73692455424,0.0,0.0,5.17338027647
28,308.867150115,5305.35808012,0.0,0.0,0.0550150978004,0.9449849022,0.0,0.0,22.6529739333,8.94390001804,-128.0,-34.9721050919,28.147571873,17.0,-128.0,-25.674278295,7.13198667697,4.0359981458,0.0,0.0,4.93654980541,0.0,0.0,6.05109930917
29,308.211893932,5218.19756112,0.0,0.0,0.0557707307862,0.944229269214,0.0,0.0,23.6529739333,9.94390001804,-127.0,-33.9721050919,29.147571873,18.0,-127.0,-24.674278295,7.35220138434,4.36149114237,0.0,0.0,5.13866121631,0.0,0.0,6.93180090562
30,307.5269571,5129.79725121,0.0,0.0,0.0565585102742,0.943441489726,0.0,0.0,24.6529739333,10.943900018,-126.0,-32.9721050919,30.147571873,19.0,-126.0,-23.674278295,7.56939466942,4.6868978028,0.0,0.0,5.34265537056,0.0,0.0,7.81015020815
31,306.812496442,5040.44353975,0.0,0.0,0.0573775585769,0.942622441423,0.0,0.0,25.6529739333,11.943900018,-125.0,-31.9721050919,31.147571873,20.0,-125.0,-22.674278295,7.78362135268,5.01149566549,0.0,0.0,5.54797641566,0.0,0.0,8.68201524466
32,306.068696318,4950.40576168,0.0,0.0,0.0582269920199,0.94177300798,0.0,0.0,26.6529739333,12.943900018,-124.0,-30.9721050919,32.147571873,21.0,-124.0,-21.674278295,7.99493635803,5.33465445434,0.0,0.0,5.75411263506,0.0,0.0,9.54416498546
33,305.295767731,4859.93577259,0.0,0.0,0.0591059210701,0.94089407893,0.0,0.0,27.6529739333,13.943900018,-123.0,-29.9721050919,33.147571873,22.0,-123.0,-20.674278295,8.20339445937,5.65582606055,0.0,0.0,5.96059287376,0.0,0.0,10.3940594251
34,304.493947453,4769.26775473,0.0,0.0,0.0600134506361,0.939986549364,0.0,0.0,28.6529739333,14.943900018,-122.0,-28.9721050919,34.147571873,23.0,-122.0,-19.674278295,8.40905007726,5.97453562997,0.0,0.0,6.16698302871,0.0,0.0,11.2296991322
35,303.663497169,4678.61822947,0.0,0.0,0.0609486805103,0.93905131949,0.0,0.0,29.6529739333,15.943900018,-121.0,-27.9721050919,35.147571873,24.0,-121.0,-18.674278295,8.61195711617,6.29037361669,0.0,0.0,6.37288273243,0.0,0.0,12.0495145039
36,302.804702613,4588.18625093,0.0,0.0,0.0619107059263,0.938089294074,0.0,0.0,30.6529739333,16.943900018,-120.0,-26.9721050919,36.147571873,25.0,-120.0,-17.674278295,8.81216883514,6.60298868632,0.0,0.0,6.57792229978,0.0,0.0,12.8522823303
37,301.917872717,4498.15375518,0.0,0.0,0.0628986182127,0.937101381787,0.0,0.0,31.6529739333,17.943900018,-119.0,-25.9721050919,37.147571873,26.0,-119.0,-16.674278295,9.00973774578,6.91208137015,0.0,0.0,6.78175996909,0.0,0.0,13.6370616516
38,301.003338755,4408.68604025,0.0,0.0,0.0639115055224,0.936088494478,0.0,0.0,32.6529739333,18.943900018,-118.0,-24.9721050919,38.147571873,27.0,-118.0,-15.674278295,9.20471553274,7.21739838559,0.0,0.0,6.98407944236,0.0,0.0,14.4031435741
39,300.06145349,4319.932353,0.0,0.0,0.0649484536254,0.935051546375,0.0,0.0,33.6529739333,19.943900018,-117.0,-23.9721050919,39.147571873,28.0,-117.0,-14.674278295,9.3971529927,7.51872754962,0.0,0.0,7.1845877138,0.0,0.0,15.1500114023
40,299.092590313,4232.0265608,0.0,0.0,0.0660085467493,0.933991453251,0.0,0.0,34.6529739333,20.943900018,-116.0,-22.9721050919,40.147571873,29.0,-116.0,-13.674278295,9.58709998865,7.81589322131,0.0,0.0,7.38301316632,0.0,0.0,15.8773085446
41,298.097142379,4145.08788756,0.0,0.0,0.067090868458,0.932909131542,0.0,0.0,35.6529739333,21.943900018,-115.0,-21.9721050919,41.147571873,30.0,-115.0,-12.674278295,9.77460541668,8.10875221734,0.0,0.0,7.57910391081,0.0,0.0,16.5848123725
42,297.075521742,4059.22169576,0.0,0.0,0.068194502558,0.931805497442,0.0,0.0,36.6529739333,22.943900018,-114.0,-20.9721050919,42.147571873,31.0,-114.0,-11.674278295,9.95971718325,8.39719015096,0.0,0.0,7.77262634142,0.0,0.0,17.2724127141
43,296.028158488,3974.52029816,0.0,0.0,0.0693185340227,0.930681465977,0.0,0.0,37.6529739333,23.943900018,-113.0,-19.9721050919,43.147571873,32.0,-113.0,-10.674278295,10.1424821909,8.68111815041,0.0,0.0,7.96336387998,0.0,0.0,17.9400940025
44,294.955499852,3891.06378503,0.0,0.0,0.0704620499282,0.929537950072,0.0,0.0,38.6529739333,24.943900018,-112.0,-18.9721050919,44.147571873,33.0,-112.0,-9.674278295,10.3229463312,8.96046991781,0.0,0.0,8.15111588408,0.0,0.0,18.5879203408
45,293.858009348,3808.92085455,0.0,0.0,0.0716241403928,0.928375859607,0.0,0.0,39.6529739333,25.943900018,-111.0,-17.9721050919,45.147571873,34.0,-111.0,-8.674278295,10.5011544831,9.2351990935,0.0,0.0,8.33569669536,0.0,0.0,19.2160229248
46,292.736165886,3728.1496361,0.0,0.0,0.0728038995144,0.927196100486,0.0,0.0,40.6529739333,26.943900018,-110.0,-16.9721050919,46.147571873,35.0,-110.0,-7.674278295,10.6771505166,9.50527689482,0.0,0.0,8.51693480653,0.0,0.0,19.8245893862
47,291.59046289,3648.79849797,0.0,0.0,0.0740004262996,0.9259995737,0.0,0.0,41.6529739333,27.943900018,-109.0,-15.9721050919,47.147571873,36.0,-109.0,-6.674278295,10.8509772997,9.77069000122,0.0,0.0,8.69467212839,0.0,0.0,20.4138547176
48,290.421407413,3570.90683243,0.0,0.0,0.0752128255808,0.924787174419,0.0,0.0,42.6529739333,28.943900018,-108.0,-14.9721050919,48.147571873,37.0,-108.0,-5.674278295,11.0226767088,10.0314386608,0.0,0.0,8.86876334,0.0,0.0,20.9840935088
49,289.229519262,3494.50581279,0.0,0.0,0.0764402089151,0.923559791085,0.0,0.0,43.6529739333,29.943900018,-107.0,-13.9721050919,49.147571873,38.0,-107.0,-4.674278295,11.1922896419,10.2875349959,0.0,0.0,9.03907530777,0.0,0.0,21.5356132803
50,288.015330108,3419.6191183,0.0,0.0,0.0776816954625,0.922318304538,0.0,0.0,44.6529739333,30.943900018,-106.0,-12.9721050919,50.147571873,39.0,-106.0,-3.674278295,11.3598560331,10.539001487,0.0,0.0,9.2054865609,0.0,0.0,22.0687487396
51,286.779382617,3346.26362376,0.0,0.0,0.07893641284,0.92106358716,0.0,0.0,45.6529739333,31.943900018,-105.0,-11.9721050919,51.147571873,40.0,-105.0,-2.674278295,11.5254148693,10.7858696177,0.0,0.0,9.36788681266,0.0,0.0,22.5838568185
52,285.522229571,3274.45005194,0.0,0.0,0.0802034979469,0.919796502053,0.0,0.0,46.6529739333,32.943900018,-104.0,-10.9721050919,52.147571873,41.0,-104.0,-1.674278295,11.689004208,11.0281786637,0.0,0.0,9.52617651857,0.0,0.0,23.0813123759
53,284.244433006,3204.1835876,0.0,0.0,0.0814820977605,0.91851790224,0.0,0.0,47.6529739333,33.943900018,-103.0,-9.97210509189,53.147571873,42.0,-103.0,-0.674278295,11.850661196,11.2659746115,0.0,0.0,9.68026646398,0.0,0.0,23.5615044699
54,282.946563343,3135.46445252,0.0,127.735956728,0.0797898579866,0.884189086565,0.0,0.0360210554484,48.6529739333,34.943900018,-102.0,-8.97210509189,54.147571873,43.0,-102.0,0.325721705,12.0104220886,11.4993091935,0.0,0.00152818871572,9.82177898509,0.0,0.0,24.0248331194
55,281.629198544,3068.28844177,0.0,127.734482854,0.0809825677122,0.882287340165,0.0,0.0367300921226,49.6529739333,35.943900018,-101.0,-7.97210509189,55.147571873,44.0,-101.0,1.325721705,12.1683222697,11.7282390276,0.0,0.0205691739743,9.95911980172,0.0,0.0,24.4717064878
56,280.292923264,3002.64742174,0.0,127.732389246,0.0821811252803,0.880368084451,0.0,0.0374507902688,50.6529739333,36.943900018,-100.0,-6.97210509189,56.147571873,45.0,-100.0,2.325721705,12.324396272,11.9528248508,0.0,0.0785837195492,10.0922204393,0.0,0.0,24.9025384327
57,278.938328021,2938.52979092,0.0,127.729719708,0.0833847029309,0.878432287911,0.0,0.038183009158,51.6529739333,37.943900018,-99.0,-5.97210509189,57.147571873,46.0,-99.0,3.325721705,12.4786777972,12.1731308374,0.0,0.176363909445,10.2210220909,0.0,0.0,25.3177463747
58,277.566008376,2875.92090462,0.0,127.726504094,0.0845924885378,0.87648090479,0.0,0.038926606672,52.6529739333,38.943900018,-98.0,-4.97210509189,58.147571873,47.0,-98.0,4.325721705,12.6311997362,12.3892239923,0.0,0.308019357917,10.3454752086,0.0,0.0,25.7177494423
59,276.176564126,2814.80346522,0.0,127.722764827,0.085803686077,0.874514872984,0.0,0.039681440939,53.6529739333,39.943900018,-97.0,-3.97210509189,59.147571873,48.0,-97.0,5.325721705,12.7819941901,12.6011736126,0.0,0.467811892858,10.4655391053,0.0,0.0,26.1029668611
60,274.770598515,2755.15787943,0.0,127.718519741,0.0870175161177,0.872535112838,0.0,0.0404473710439,54.6529739333,40.943900018,-96.0,-2.97210509189,60.147571873,49.0,-96.0,6.325721705,12.9310924894,12.80905081,0.0,0.651030850419,10.5811815657,0.0,0.0,26.4738165547
61,273.348717455,2696.96258449,0.0,127.713783568,0.0882332162941,0.870542526302,0.0,0.0412242574037,55.6529739333,41.943900018,-95.0,-1.97210509189,61.147571873,50.0,-95.0,7.325721705,13.0785252149,13.0129280882,0.0,0.853880734841,10.6923784662,0.0,0.0,26.8307139333
62,271.911528767,2640.19434493,0.0,127.708568815,0.089450041741,0.868537996269,0.0,0.0420119619899,56.6529739333,42.943900018,-94.0,-0.97210509189,62.147571873,51.0,-94.0,8.325721705,13.2243222169,13.2128789689,0.0,1.07327599724,10.7991134003,0.0,0.0,27.1740708461
63,270.459641446,2584.82852182,0.0,127.702886317,0.0906672654895,0.86652238604,0.0,0.0428103484706,57.6529739333,43.943900018,-93.0,0.02789490811,63.147571873,52.0,-93.0,9.325721705,13.3685126345,13.4089776618,0.0,1.30667292284,10.901377312,0.00100051118739,0.0,27.5042946804
64,268.993664929,2530.83931635,0.0,127.696745616,0.0918841788208,0.864496538874,0.0,0.0436192823056,58.6529739333,44.943900018,-92.0,1.02789490811,64.147571873,53.0,-92.0,10.325721705,13.5111249152,13.6012987743,0.0,1.55194567084,10.9991681339,0.00109350873045,0.0,27.821787587
65,267.514208403,2478.19998942,0.0,127.690155219,0.0931000915762,0.862461277612,0.0,0.0444386308121,59.6529739333,45.943900018,-91.0,2.02789490811,65.147571873,54.0,-91.0,11.325721705,13.6521868329,13.7899170562,0.0,1.80729614573,11.092490432,0.00151367328351,0.0,28.1269458208
66,266.021880116,2426.8830591,0.0,127.683122796,0.0943143324255,0.860417404365,0.0,0.0452682632092,60.6529739333,46.943900018,-90.0,3.02789490811,66.147571873,55.0,-90.0,12.325721705,13.7917255066,13.9749071758,0.0,2.07118782297,11.181355055,0.00256215781763,0.0,28.420159181
67,264.51728672,2376.86047766,0.0,127.675655323,0.0955262490919,0.85836570026,0.0,0.046108050648,61.6529739333,47.943900018,-89.0,4.02789490811,67.147571873,56.0,-89.0,13.325721705,13.9297674183,14.1563435251,0.0,2.34229634447,11.2657787908,0.00457342711168,0.0,28.7018105398
68,263.00103263,2328.10378962,0.0,127.66775919,0.0967352085366,0.856306925233,0.0,0.0469578662303,62.6529739333,48.943900018,-88.0,5.02789490811,68.147571873,57.0,-88.0,14.325721705,14.0663384301,14.3343000489,0.0,2.61947195788,11.3457840271,0.0078945061893,0.0,28.9722754511
69,261.473719411,2280.58427256,0.0,127.659440292,0.0979405971025,0.854241817879,0.0,0.0478175850181,63.6529739333,49.943900018,-87.0,6.02789490811,69.147571873,58.0,-87.0,15.325721705,14.2014638016,14.508850098,0.0,2.90171045213,11.4213984196,0.0128709869013,0.0,29.2319218287
70,259.935945184,2234.27306202,0.0,127.650704095,0.0991418206185,0.852171095345,0.0,0.0486870840362,64.6529739333,50.943900018,-86.0,7.02789490811,70.147571873,59.0,-86.0,16.325721705,14.3351682063,14.6800663016,0.0,3.18813029431,11.492654565,0.0198373876254,0.0,29.4811096858
71,258.388304056,2189.14126189,0.0,127.641555696,0.100338304466,0.850095453266,0.0,0.0495662422678,65.6529739333,51.943900018,-85.0,8.02789490811,71.147571873,60.0,-85.0,17.325721705,14.4674757475,14.8480204578,0.0,3.47795437255,11.5595896816,0.0291105442297,0.0,29.7201909308
72,256.831385576,2145.16004161,0.0,127.631999867,0.101529493611,0.848015565743,0.0,0.0504549406453,66.6529739333,52.943900018,-84.0,9.02789490811,72.147571873,61.0,-84.0,18.325721705,14.5984099747,15.0127834409,0.0,3.77049521714,11.6222452966,0.0409851930408,0.0,29.9495092114
73,255.265774212,2102.30072131,0.0,127.622041093,0.102714852596,0.845932085367,0.0,0.0513530620364,67.6529739333,53.943900018,-83.0,10.0278949081,73.147571873,62.0,-83.0,19.325721705,14.7279938982,15.1744251224,0.0,4.06514288937,11.6806669396,0.0557311636483,0.0,30.1693998014
74,253.692048854,2060.53484601,0.0,127.611683604,0.103893865504,0.84384564327,0.0,0.0522604912254,68.6529739333,54.943900018,-82.0,11.0278949081,74.147571873,63.0,-82.0,20.325721705,14.8562500042,15.3330143046,0.0,4.36135494631,11.7349038455,0.073591755538,0.0,30.380189527
75,252.110782344,2019.83425003,0.0,127.600931404,0.105066035888,0.84175684922,0.0,0.053177114892,69.6529739333,55.943900018,-81.0,12.0278949081,75.147571873,64.0,-81.0,21.325721705,14.9832002694,15.4886186665,0.0,4.65864804253,11.7850086631,0.0947829777499,0.0,30.5821967261
76,250.522541026,1980.17111237,0.0,127.589788295,0.106230886668,0.839666291746,0.0,0.0541028215858,70.6529739333,56.943900018,-80.0,13.0278949081,76.147571873,65.0,-80.0,22.325721705,15.1088661747,15.6413047185,0.0,4.95659083857,11.8310371732,0.119493407545,0.0,30.7757312378
77,248.927884322,1941.51800414,0.0,127.578257891,0.107387960006,0.837574538296,0.0,0.055037501698,71.6529739333,57.943900018,-79.0,14.0278949081,77.147571873,66.0,-79.0,23.325721705,15.2332687192,15.7911377675,0.0,5.2547979644,11.8730480146,0.147884483355,0.0,30.9610944188
78,247.327364338,1903.84792863,0.0,127.566343643,0.108536817147,0.835482135422,0.0,0.0559810474315,72.6529739333,58.943900018,-78.0,15.0278949081,78.147571873,67.0,-78.0,24.325721705,15.3564284329,15.9381818887,0.0,5.55292484345,11.9111024186,0.180091094547,0.0,31.1385791822
79,245.721525482,1867.13435501,0.0,127.55404885,0.109677038235,0.833389608998,0.0,0.0569333527672,73.6529739333,59.943900018,-77.0,16.0278949081,79.147571873,68.0,-77.0,25.325721705,15.47836539,16.0824999049,0.0,5.85066322543,11.9452639524,0.216222368518,0.0,31.3084700575
80,244.110904121,1831.35124611,0.0,127.541376672,0.110808222111,0.83129746446,0.0,0.0578943134292,74.6529739333,60.943900018,-76.0,17.0278949081,80.147571873,69.0,-76.0,26.325721705,15.5990992211,16.2241533725,0.0,6.14773730804,11.9755982719,0.2563625859,0.0,31.4710432681
81,242.49602825,1796.47308105,0.0,127.528330142,0.111929986085,0.829206187067,0.0,0.0588638268483,75.6529739333,61.943900018,-75.0,18.0278949081,81.147571873,70.0,-75.0,27.325721705,15.7186491254,16.3632025721,0.0,6.44390035178,12.0021728825,0.300572178014,0.0,31.6265668247
82,240.877417192,1762.47487321,0.0,127.514912178,0.113041965685,0.827116242192,0.0,0.0598417921231,76.6529739333,62.943900018,-74.0,19.0278949081,82.147571873,71.0,-74.0,28.325721705,15.8370338822,16.4997065047,0.0,6.73893171101,12.0250569104,0.34888877812,0.0,31.7753006316
83,239.255581319,1729.33218408,0.0,127.50112559,0.11414381439,0.825028075629,0.0,0.0608281099805,77.6529739333,63.943900018,-73.0,20.0278949081,83.147571873,72.0,-73.0,29.325721705,15.9542718624,16.6337228912,0.0,7.03263421863,12.0443208825,0.401328310112,0.0,31.9174966056
84,237.631021795,1697.02113349,0.0,127.486973089,0.11523520335,0.822942113915,0.0,0.061822682735,78.6529739333,64.943900018,-72.0,21.0278949081,84.147571873,73.0,-72.0,30.325721705,16.0703810395,16.7653081767,0.0,7.32483187299,12.0600365162,0.457886106124,0.0,32.053398804
85,236.004230343,1665.51840652,0.0,127.472457294,0.116315821079,0.820858764675,0.0,0.0628254142461,79.6529739333,65.943900018,-71.0,22.0278949081,85.147571873,74.0,-71.0,31.325721705,16.1853790001,16.8945175374,0.0,7.61536778486,12.0722765177,0.518538048876,0.0,32.183243562
86,234.37568903,1634.80125765,0.0,127.457580739,0.117385373143,0.818778416981,0.0,0.0638362098766,80.6529739333,66.943900018,-70.0,23.0278949081,86.147571873,75.0,-70.0,32.325721705,16.2992829547,17.0214048901,0.0,7.9041023492,12.0811143908,0.583241736477,0.0,32.3072596368
87,232.745870086,1604.84751233,0.0,127.442345879,0.118443581831,0.81670144172,0.0,0.0648549764484,81.6529739333,67.943900018,-69.0,24.0278949081,87.147571873,76.0,-69.0,33.325721705,16.4121097472,17.1460229043,0.0,8.19091161215,12.0866242544,0.651937667621,0.0,32.4256683576
88,231.115235726,1575.63556646,0.0,127.426755095,0.119490185819,0.814628191982,0.0,0.0658816221993,82.6529739333,68.943900018,-68.0,25.0278949081,88.147571873,77.0,-68.0,34.325721705,16.5238758649,17.2684230172,0.0,8.47568580863,12.0888806694,0.724550444347,0.0,32.5386837808
89,229.484238005,1547.14438381,0.0,127.410810699,0.120524939813,0.812559003449,0.0,0.0669160567388,83.6529739333,69.943900018,-67.0,26.0278949081,89.147571873,78.0,-67.0,35.325721705,16.6345974479,17.3886554488,0.0,8.75832804932,12.0879584748,0.800989988349,0.0,32.6465128493
90,227.853318692,1519.35349193,0.0,127.394514938,0.121547614197,0.810494194799,0.0,0.0679581910037,84.6529739333,70.943900018,-66.0,27.0278949081,90.147571873,79.0,-66.0,36.325721705,16.7442902981,17.50676922,0.0,9.03875313914,12.083932633,0.88115276557,0.0,32.7493555541
91,226.222909159,1492.24297651,0.0,127.377869999,0.122557994665,0.808434068121,0.0,0.0690079372142,85.6529739333,71.943900018,-65.0,28.0278949081,91.147571873,80.0,-65.0,37.325721705,16.8529698886,17.6228121713,0.0,9.31688651186,12.0768780841,0.964923012784,0.0,32.8474050993
92,224.593430291,1465.79347464,0.0,127.360878011,0.123555881844,0.806378909327,0.0,0.0700652088293,86.6529739333,72.943900018,-64.0,29.0278949081,92.147571873,81.0,-64.0,38.325721705,16.9606513714,17.7368309826,0.0,9.59266326763,12.0668696085,1.05217395913,0.0,32.9408480675
93,222.965292411,1439.98616687,0.0,127.343541051,0.124541090921,0.804328988576,0.0,0.0711299205032,87.6529739333,73.943900018,-63.0,30.0278949081,93.147571873,82.0,-63.0,39.325721705,17.0673495865,17.8488711939,0.0,9.866027302,12.0539816991,1.14276903517,0.0,33.0298645874
94,221.338895232,1414.80276853,0.0,127.325861144,0.125513451258,0.8022845607,0.0,0.0722019880413,88.6529739333,74.943900018,-62.0,31.0278949081,94.147571873,83.0,-62.0,40.325721705,17.1730790698,17.9589772269,0.0,10.1369305164,12.0382884409,1.23656306214,0.0,33.1146285003
95,219.714627813,1390.22552024,0.0,127.30784027,0.126472806007,0.800245865636,0.0,0.0732813283574,89.6529739333,75.943900018,-61.0,32.0278949081,95.147571873,84.0,-61.0,41.325721705,17.2778540607,18.0671924067,0.0,10.4053321013,12.0198633995,1.33340341413,0.0,33.1953075282
96,218.092868537,1366.23717783,0.0,127.289480362,0.12741901172,0.79821312885,0.0,0.0743678594303,90.6529739333,76.943900018,-60.0,33.0278949081,96.147571873,85.0,-60.0,42.325721705,17.3816885098,18.1735589842,0.0,10.6711978852,11.9987795174,1.43313114669,0.0,33.2720634399
