,N_bh_AwT,N_bh_PlT,N_bh_SbT,N_bh_SwT,SC_Aw,SC_Pl,SC_Sb,SC_Sw,bhage_Aw,bhage_Pl,bhage_Sb,bhage_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,BA_Aw,BA_Sw,BA_Sb,BA_Pl,Gross_Total_Volume_Aw,Gross_Total_Volume_Sw,Gross_Total_Volume_Sb,Gross_Total_Volume_Pl,MerchantableVolumeAw,MerchantableVolumeSw,MerchantableVolumeSb,MerchantableVolumePl
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.24923822602,-24.3409864946,-89.0,-28.4779110624,0.0,-16.4935737037,-89.0,-19.2898952284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.24923822602,-23.3409864946,-88.0,-27.4779110624,1.0,-15.4935737037,-88.0,-18.2898952284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.24923822602,-22.3409864946,-87.0,-26.4779110624,2.0,-14.4935737037,-87.0,-17.2898952284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24923822602,-21.3409864946,-86.0,-25.4779110624,3.0,-13.4935737037,-86.0,-16.2898952284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24923822602,-20.3409864946,-85.0,-24.4779110624,4.0,-12.4935737037,-85.0,-15.2898952284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24923822602,-19.3409864946,-84.0,-23.4779110624,5.0,-11.4935737037,-84.0,-14.2898952284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
6,2853.21720809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75076177398,-18.3409864946,-83.0,-22.4779110624,6.0,-10.4935737037,-83.0,-13.2898952284,1.52112800111,0.0,0.0,0.0,0.106846675676,0.0,0.0,0.0,5.66200638664e-05,0.0,0,0.0,3.54915880157e-12,0.0,0,0.0
7,2841.13407435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.75076177398,-17.3409864946,-82.0,-21.4779110624,7.0,-9.4935737037,-82.0,-12.2898952284,1.81768942214,0.0,0.0,0.0,0.266375650162,0.0,0.0,0.0,0.000920392054246,0.0,0,0.0,3.86327303651e-10,0.0,0,0.0
8,2824.56311783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.75076177398,-16.3409864946,-81.0,-20.4779110624,8.0,-8.4935737037,-81.0,-11.2898952284,2.11482371452,0.0,0.0,0.0,0.525122218829,0.0,0.0,0.0,0.00707024745587,0.0,0,0.0,1.31925315752e-08,0.0,0,0.0
9,2803.8229052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.75076177398,-15.3409864946,-80.0,-19.4779110624,9.0,-7.4935737037,-80.0,-10.2898952284,2.41119853842,0.0,0.0,0.0,0.880211207462,0.0,0.0,0.0,0.0323513033543,0.0,0,0.0,2.00873144703e-07,0.0,0,0.0
