,BA_Aw,BA_Pl,BA_Sb,BA_Sw,BAinc_Aw,BAinc_Pl,BAinc_Sb,BAinc_Sw,N0_Aw,N0_Pl,N0_Sb,N0_Sw,N_Aw,N_Pl,N_Sb,N_Sw,id_l1,SDF_Aw,SDF_Pl,SDF_Sb,SDF_Sw,SI_Aw,SI_Pl,SI_Sb,SI_Sw,StumpDOB_Aw,StumpDOB_Pl,StumpDOB_Sb,StumpDOB_Sw,StumpHeight_Aw,StumpHeight_Pl,StumpHeight_Sb,StumpHeight_Sw,TopDib_Aw,TopDib_Pl,TopDib_Sb,TopDib_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,y2bh_Aw,y2bh_Pl,y2bh_Sb,y2bh_Sw
763406,2.60200556,1.53754874,0.0,1.7740947,-0.00673674881487,0.171234794505,0.0,0.0928092465037,167.497574279,98.7132290146,0.0,113.987802092,167.05302064,98.71314856,0.0,113.8997868,763406.0,164.980043137,98.7082648369,0.0,113.848757859,7.26770159727,9.57754635768,8.88962966892,6.88068909243,13.0,13.0,13.0,13.0,0.3,0.3,0.3,0.3,7.0,7.0,7.0,7.0,33.0,27.1087754611,0.0,38.6009623,5.05769799922,5.05763494258,0.0,5.05773192084,8.82298658102,10.3827242693,0.0,14.68169146
