BA_Aw,BA_Pl,BA_Sb,BA_Sw,BAinc_Aw,BAinc_Pl,BAinc_Sb,BAinc_Sw,N0_Aw,N0_Pl,N0_Sb,N0_Sw,N_Aw,N_Pl,N_Sb,N_Sw,id_l1,SDF_Aw,SDF_Pl,SDF_Sb,SDF_Sw,SI_Aw,SI_Pl,SI_Sb,SI_Sw,StumpDOB_Aw,StumpDOB_Pl,StumpDOB_Sb,StumpDOB_Sw,StumpHeight_Aw,StumpHeight_Pl,StumpHeight_Sb,StumpHeight_Sw,TopDib_Aw,TopDib_Pl,TopDib_Sb,TopDib_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,y2bh_Aw,y2bh_Pl,y2bh_Sb,y2bh_Sw
0.8521579,13.97538956,0.0,2.21561054,-0.0424950404504,0.351131043839,0.0,0.0972881324137,161.979259557,3434.99283273,0.0,423.236991703,160.83938155,2637.76585742,0.0,418.18239203,1049300.0,160.4249489,2224.06815093,0.0,417.084487712,5.17907223875,7.79582393114,7.74932731593,6.57315576012,13.0,13.0,13.0,13.0,0.3,0.3,0.3,0.3,7.0,7.0,7.0,7.0,56.3514829555,37.0,0.0,44.5450327329,5.74141369555,5.74146899888,0.0,5.74137262923,12.365087301,12.2784422109,0.0,15.174260171
