id_l1,BA_Aw,BA_Pl,BA_Sb,BA_Sw,BAinc_Aw,BAinc_Pl,BAinc_Sb,BAinc_Sw,N0_Aw,N0_Pl,N0_Sb,N0_Sw,N_Aw,N_Pl,N_Sb,N_Sw,PlotID,SDF_Aw,SDF_Pl,SDF_Sb,SDF_Sw,SI_Aw,SI_Pl,SI_Sb,SI_Sw,StumpDOB_Aw,StumpDOB_Pl,StumpDOB_Sb,StumpDOB_Sw,StumpHeight_Aw,StumpHeight_Pl,StumpHeight_Sb,StumpHeight_Sw,TopDib_Aw,TopDib_Pl,TopDib_Sb,TopDib_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,y2bh_Aw,y2bh_Pl,y2bh_Sb,y2bh_Sw
508159,28.875,14.4375,0,14.4375,-0.084738494,0.011838785,0,0.030685662,42143.43805,5688.571667,0,534.6890774,730.325,365.1625,0,365.1625,508159,3034.814821,1492.825352,0,445.3045954,14.39697004,15.63742453,12.7679517,16.22003075,13,13,13,13,0.3,0.3,0.3,0.3,7,7,7,7,120,105.844643,0,81.15333754,23.11999999,23.11990893,0,23.11990773,4.130375645,6.902678543,0,7.558598137
