,BA_Aw,BA_Pl,BA_Sb,BA_Sw,BAinc_Aw,BAinc_Pl,BAinc_Sb,BAinc_Sw,N0_Aw,N0_Pl,N0_Sb,N0_Sw,N_Aw,N_Pl,N_Sb,N_Sw,PlotID,SDF_Aw,SDF_Pl,SDF_Sb,SDF_Sw,SI_Aw,SI_Pl,SI_Sb,SI_Sw,StumpDOB_Aw,StumpDOB_Pl,StumpDOB_Sb,StumpDOB_Sw,StumpHeight_Aw,StumpHeight_Pl,StumpHeight_Sb,StumpHeight_Sw,TopDib_Aw,TopDib_Pl,TopDib_Sb,TopDib_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,y2bh_Aw,y2bh_Pl,y2bh_Sb,y2bh_Sw
1082523,1.2662867,9.37052158,0.0,2.02605872,-0.0294954449516,0.250080183114,0.0,0.0780011641677,106.343929682,798.057039304,0.0,170.24386137,106.2402586,786.17791364,0.0,169.98441376,1082523.0,106.007038826,756.574835153,0.0,169.82435626,4.98408432972,7.63057994044,7.64357116188,6.38147273091,13.0,13.0,13.0,13.0,0.3,0.3,0.3,0.3,7.0,7.0,7.0,7.0,45.4379452601,31.0,0.0,37.9660771126,4.57968460451,4.57975699883,0.0,4.5797923005,12.8404352738,12.4931843519,0.0,15.5014901275
