,BA_Aw,BA_Pl,BA_Sb,BA_Sw,BAinc_Aw,BAinc_Pl,BAinc_Sb,BAinc_Sw,N0_Aw,N0_Pl,N0_Sb,N0_Sw,N_Aw,N_Pl,N_Sb,N_Sw,PlotID,SDF_Aw,SDF_Pl,SDF_Sb,SDF_Sw,SI_Aw,SI_Pl,SI_Sb,SI_Sw,StumpDOB_Aw,StumpDOB_Pl,StumpDOB_Sb,StumpDOB_Sw,StumpHeight_Aw,StumpHeight_Pl,StumpHeight_Sb,StumpHeight_Sw,TopDib_Aw,TopDib_Pl,TopDib_Sb,TopDib_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,y2bh_Aw,y2bh_Pl,y2bh_Sb,y2bh_Sw
1614424,7.20622386,2.62044504,0,1.0918521,-0.014453359,0.226709144,0,0.066310472,986.1432921,297.5380979,0,123.3075774,817.4665231,297.2605538,0,123.8585641,1614424,668.2299081,295.9631118,0,122.9372425,7.387892134,9.679708314,8.955013321,7.038138696,13,13,13,13,0.3,0.3,0.3,0.3,7,7,7,7,41,32.15577347,0,45.07509483,6.242792,6.242773758,0,6.242706892,8.680984364,10.25562169,0,14.44301041
