,id_l1,NGC,TAREA,SP1,SP2,SP3,SP4,SP5,PCT1,PCT2,PCT3,PCT4,PCT5,BPH,TPH,QMD,MVOL,MVOL2,GVOL,GVOL2,HLOR,HLW,HD,CCF,CC,SI,AGE,BHAGE,AWSI,PLSI,SWSI,SIAREA,LCC,SC1COV,S01COV,CDENS,LCSOURCE,SCM,NOTE,AVISI,AVIBHAGE,TPR
3,1300922,9,3173.04,Pl,Sw,NA,NA,NA,77,23,0,0,0,20.771463,1444.484505,13.531071,54.902854,42.189281,91.659479,91.673551,8.322848,1,9.323764,43.757647,33.14007,9.162653,51,40,8.765751,10.635913,10.637336,3173.04,VF,0,0,B,CCGC,NA,NA,10.973652,41,F
