id_l1,BA_Aw,BA_Pl,BA_Sb,BA_Sw,BAinc_Aw,BAinc_Pl,BAinc_Sb,BAinc_Sw,N0_Aw,N0_Pl,N0_Sb,N0_Sw,N_Aw,N_Pl,N_Sb,N_Sw,SDF_Aw,SDF_Pl,SDF_Sb,SDF_Sw,SI_Aw,SI_Pl,SI_Sb,SI_Sw,StumpDOB_Aw,StumpDOB_Pl,StumpDOB_Sb,StumpDOB_Sw,StumpHeight_Aw,StumpHeight_Pl,StumpHeight_Sb,Stumpheight_Sw,TopDib_Aw,TopDib_Pl,TopDib_Sb,TopDib_Sw,tage_Aw,tage_Pl,tage_Sb,tage_Sw,topHeight_Aw,topHeight_Pl,topHeight_Sb,topHeight_Sw,y2bh_Aw,y2bh_Pl,y2bh_Sb,y2bh_Sw
1008174,0.0,0.0,0.0,17.78,0.0,0.0,0.0,0.0835972678741,0.0,0.0,0.0,769.007686168,0.0,0.0,0.0,732.71,0.0,0.0,0.0,757.654042978,7.32795845626,8.14768983209,7.97452149254,6.99731375824,13.0,13.0,13.0,13.0,0.3,0.3,0.3,0.3,7.0,7.0,7.0,7.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13.9900000067,0.0,0.0,0.0,14.5041342157
1614424,7.20622386,2.62044504,0.0,1.0918521,0.154329535975,0.226709143181,0.0,0.0663104763965,964.419885613,297.538097939,0.0,124.05489652,817.46652306,297.26055384,0.0,123.8585641,682.8785575,295.963111781,0.0,123.81917531,7.38789213445,9.67970831428,8.95501332114,7.03813869613,13.0,13.0,13.0,13.0,0.3,0.3,0.3,0.3,7.0,7.0,7.0,7.0,41.0,32.1557734745,0.0,45.0750948321,6.24279199954,6.24277375764,0.0,6.24270689217,8.67714804702,10.2928455563,0.0,14.4430104134
